E_nu,Te_center,sigma_e,sigma_x
1.795700000000000074e+01,5.240000000000000213e+00,4.743149565384321306e-45,8.760707705936316669e-46
1.797599999999999909e+01,5.240000000000000213e+00,4.743399782995199025e-45,8.762726194520424291e-46
1.799500000000000099e+01,5.240000000000000213e+00,4.743649552996600717e-45,8.764741571228168437e-46
1.801399999999999935e+01,5.240000000000000213e+00,4.743898876556859539e-45,8.766753842299140941e-46
1.803200000000000003e+01,5.240000000000000213e+00,4.744134667065331024e-45,8.768657345254161845e-46
1.805099999999999838e+01,5.240000000000000213e+00,4.744383124577022527e-45,8.770663586368203453e-46
1.807000000000000028e+01,5.240000000000000213e+00,4.744631139066442237e-45,8.772666740167587708e-46
1.808899999999999864e+01,5.240000000000000213e+00,4.744878711685365111e-45,8.774666812845744117e-46
1.810800000000000054e+01,5.240000000000000213e+00,4.745125843581498124e-45,8.776663810584539824e-46
1.812600000000000122e+01,5.240000000000000213e+00,4.745359563032940441e-45,8.778552872331318190e-46
1.814499999999999957e+01,5.240000000000000213e+00,4.745605839957985484e-45,8.780543899727615769e-46
1.816400000000000148e+01,5.240000000000000213e+00,4.745851679519756622e-45,8.782531870338012329e-46
1.818299999999999983e+01,5.240000000000000213e+00,4.746097082850387733e-45,8.784516790299253489e-46
1.820100000000000051e+01,5.240000000000000213e+00,4.746329168842795100e-45,8.786394432306504211e-46
1.821999999999999886e+01,5.240000000000000213e+00,4.746573725905307873e-45,8.788373429098618530e-46
1.823900000000000077e+01,5.240000000000000213e+00,4.746817850051477366e-45,8.790349393263397023e-46
1.825799999999999912e+01,5.240000000000000213e+00,4.747061542398663394e-45,8.792322330893387895e-46
1.827700000000000102e+01,5.240000000000000213e+00,4.747304804060616428e-45,8.794292248070088835e-46
1.829500000000000171e+01,5.240000000000000213e+00,4.747534866203075989e-45,8.796155704717048948e-46
1.831400000000000006e+01,5.240000000000000213e+00,4.747777292345046908e-45,8.798119757369712282e-46
1.833299999999999841e+01,5.240000000000000213e+00,4.748019291063893174e-45,8.800080807429859845e-46
1.835200000000000031e+01,5.240000000000000213e+00,4.748260863459607414e-45,8.802038860936022515e-46
1.837000000000000099e+01,5.240000000000000213e+00,4.748489329256059632e-45,8.803891100323044140e-46
1.838899999999999935e+01,5.240000000000000213e+00,4.748730074587715772e-45,8.805843335723531609e-46
1.840800000000000125e+01,5.240000000000000213e+00,4.748970396819006327e-45,8.807792592305626171e-46
1.842699999999999960e+01,5.240000000000000213e+00,4.749210297036982539e-45,8.809738876065878244e-46
1.844600000000000151e+01,5.240000000000000213e+00,4.749449776325548052e-45,8.811682192990383580e-46
1.846399999999999864e+01,5.240000000000000213e+00,4.749676264139400159e-45,8.813520498771316598e-46
1.848300000000000054e+01,5.240000000000000213e+00,4.749914926822254153e-45,8.815458055313286919e-46
1.850199999999999889e+01,5.240000000000000213e+00,4.750153171752523722e-45,8.817392662602483039e-46
1.852100000000000080e+01,5.240000000000000213e+00,4.750391000002176142e-45,8.819324326584320859e-46
1.853999999999999915e+01,5.240000000000000213e+00,4.750628412640284991e-45,8.821253053194091434e-46
1.855799999999999983e+01,5.240000000000000213e+00,4.750852947466948070e-45,8.823077563704253623e-46
1.857700000000000173e+01,5.240000000000000213e+00,4.751089553813584992e-45,8.825000587163574345e-46
1.859600000000000009e+01,5.240000000000000213e+00,4.751325747683257809e-45,8.826920690685969520e-46
1.861499999999999844e+01,5.240000000000000213e+00,4.751561530134090702e-45,8.828837880167350960e-46
1.863299999999999912e+01,5.240000000000000213e+00,4.751784524430572270e-45,8.830651482252404524e-46
1.865200000000000102e+01,5.240000000000000213e+00,4.752019508723994811e-45,8.832563013905481705e-46
1.867099999999999937e+01,5.240000000000000213e+00,4.752254084702023773e-45,8.834471648838146030e-46
1.869000000000000128e+01,5.240000000000000213e+00,4.752488253412599993e-45,8.836377392907949091e-46
1.870899999999999963e+01,5.240000000000000213e+00,4.752722015901197505e-45,8.838280251962885485e-46
1.872700000000000031e+01,5.240000000000000213e+00,4.752943101331773533e-45,8.840080304586117675e-46
1.874599999999999866e+01,5.240000000000000213e+00,4.753176075747756469e-45,8.841977562200994101e-46
1.876500000000000057e+01,5.240000000000000213e+00,4.753408647009282820e-45,8.843871951982159411e-46
1.878399999999999892e+01,5.240000000000000213e+00,4.753640816152556816e-45,8.845763479740461468e-46
1.878399999999999861e-02,5.740000000000000213e+00,6.705240475588015126e-223,3.535865197083690483e-223
3.756700000000000317e-02,5.740000000000000213e+00,5.561151761513221895e-221,3.617521162999605862e-221
5.635099999999999831e-02,5.740000000000000213e+00,3.445787436669643910e-218,2.316961362543622827e-218
7.513499999999999346e-02,5.740000000000000213e+00,1.100657557843828153e-214,7.120284889757735534e-215
9.391900000000000248e-02,5.740000000000000213e+00,1.130704846736218524e-210,6.920185513497062990e-211
1.126999999999999946e-01,5.740000000000000213e+00,2.586923886450244792e-206,1.493914469680929991e-206
1.314899999999999958e-01,5.740000000000000213e+00,9.946775070318515705e-202,5.428753887356156386e-202
1.502699999999999869e-01,5.740000000000000213e+00,5.071714624069617824e-197,2.624061125917388636e-197
1.690500000000000058e-01,5.740000000000000213e+00,2.892671297328145217e-192,1.423593090204693274e-192
1.878400000000000070e-01,5.740000000000000213e+00,1.622171438542692166e-187,7.618899694723178435e-188
2.066199999999999981e-01,5.740000000000000213e+00,7.984790009200406356e-183,3.590467038010078028e-183
2.253999999999999893e-01,5.740000000000000213e+00,3.217637326726176859e-178,1.389271064518125527e-178
2.441899999999999904e-01,5.740000000000000213e+00,1.010514522176627132e-173,4.200605865319823243e-174
2.629699999999999815e-01,5.740000000000000213e+00,2.354390658858163461e-169,9.445852978157205648e-170
2.817600000000000104e-01,5.740000000000000213e+00,4.009998515143031642e-165,1.556195450600615210e-165
3.005399999999999738e-01,5.740000000000000213e+00,4.865312613471515291e-161,1.830131696105158439e-161
3.193199999999999927e-01,5.740000000000000213e+00,4.194346317422235449e-157,1.532136064837924558e-157
3.381100000000000216e-01,5.740000000000000213e+00,2.575751856020988654e-153,9.152362782867620439e-154
3.568899999999999850e-01,5.740000000000000213e+00,1.118978775091744429e-149,3.873761194357340821e-150
3.756700000000000039e-01,5.740000000000000213e+00,3.474606659614461204e-146,1.173605219668914129e-146
3.944599999999999773e-01,5.740000000000000213e+00,7.804698868623488024e-143,2.575410635067781004e-143
4.132399999999999962e-01,5.740000000000000213e+00,1.269941222197722876e-139,4.099042759976999700e-140
4.320300000000000251e-01,5.740000000000000213e+00,1.525024110980875843e-136,4.820232559254824299e-137
4.508099999999999885e-01,5.740000000000000213e+00,1.356844259400104916e-133,4.204080121745143316e-134
4.695900000000000074e-01,5.740000000000000213e+00,9.085652173120322902e-131,2.762270204358132384e-131
4.883799999999999808e-01,5.740000000000000213e+00,4.649088175791471307e-128,1.388137164224147470e-128
5.071600000000000552e-01,5.740000000000000213e+00,1.827549313377359978e-125,5.363582846705436177e-126
5.259399999999999631e-01,5.740000000000000213e+00,5.603285755372947306e-123,1.617662013982600693e-123
5.447300000000000475e-01,5.740000000000000213e+00,1.359324758895946957e-120,3.863128906141665240e-121
5.635099999999999554e-01,5.740000000000000213e+00,2.623114126650531445e-118,7.343493133606502822e-119
5.823000000000000398e-01,5.740000000000000213e+00,4.092959687139179195e-116,1.129445652523312590e-116
6.010799999999999477e-01,5.740000000000000213e+00,5.189698784279608918e-114,1.412455125669866550e-114
6.198599999999999666e-01,5.740000000000000213e+00,5.415305329744911392e-112,1.454464594756858025e-112
6.386500000000000510e-01,5.740000000000000213e+00,4.705408681549414456e-110,1.247816966905941153e-110
6.574299999999999589e-01,5.740000000000000213e+00,3.419132026889298435e-108,8.956964312607295380e-109
6.762099999999999778e-01,5.740000000000000213e+00,2.100646461169179849e-106,5.438662425005769313e-107
6.949999999999999512e-01,5.740000000000000213e+00,1.102404108450247205e-104,2.822037894250258405e-105
7.137799999999999701e-01,5.740000000000000213e+00,4.959108774525264673e-103,1.255717325170410955e-103
7.325700000000000545e-01,5.740000000000000213e+00,1.934123733751810481e-101,4.846265634570715056e-102
7.513499999999999623e-01,5.740000000000000213e+00,6.559965648895225353e-100,1.627134458049424324e-100
7.701299999999999812e-01,5.740000000000000213e+00,1.951504815739470626e-98,4.793399988547111068e-99
7.889199999999999546e-01,5.740000000000000213e+00,5.132492791282634725e-97,1.248814008321750810e-97
8.076999999999999735e-01,5.740000000000000213e+00,1.196246092369997189e-95,2.884200999675544495e-96
8.264799999999999924e-01,5.740000000000000213e+00,2.489037917379247673e-94,5.948441467482396478e-95
8.452699999999999658e-01,5.740000000000000213e+00,4.654908817571329385e-93,1.102991825562292605e-93
8.640499999999999847e-01,5.740000000000000213e+00,7.839142791093515898e-92,1.842212868504476479e-92
8.828399999999999581e-01,5.740000000000000213e+00,1.198001989313590172e-90,2.792866165895346649e-91
9.016199999999999770e-01,5.740000000000000213e+00,1.664002822846545739e-89,3.849263541239854565e-90
9.203999999999999959e-01,5.740000000000000213e+00,2.112669299288589033e-88,4.850527051555514347e-89
9.391899999999999693e-01,5.740000000000000213e+00,2.464804158418433489e-87,5.617850225689443800e-88
9.579699999999999882e-01,5.740000000000000213e+00,2.645538390131789819e-86,5.987253400733411404e-87
9.767500000000000071e-01,5.740000000000000213e+00,2.625183209025343769e-85,5.900498378648005838e-86
9.955399999999999805e-01,5.740000000000000213e+00,2.419345291560810469e-84,5.401653380678164764e-85
1.014299999999999979e+00,5.740000000000000213e+00,2.067866329692989694e-83,4.587095212411741668e-84
1.033099999999999907e+00,5.740000000000000213e+00,1.657340254668088037e-82,3.653307054554945578e-83
1.051900000000000057e+00,5.740000000000000213e+00,1.243386880004212893e-81,2.724053055494701107e-82
1.070699999999999985e+00,5.740000000000000213e+00,8.755927467527130432e-81,1.906859568248016214e-81
1.089499999999999913e+00,5.740000000000000213e+00,5.802757500864513118e-80,1.256399668955886746e-80
1.108200000000000074e+00,5.740000000000000213e+00,3.593450933371731109e-79,7.736804704431659316e-80
1.127000000000000002e+00,5.740000000000000213e+00,2.125312676317309104e-78,4.550721015670814881e-79
1.145799999999999930e+00,5.740000000000000213e+00,1.191352015498851393e-77,2.537269742348991631e-78
1.164600000000000080e+00,5.740000000000000213e+00,6.342914711236068197e-77,1.343828655564056810e-77
1.183400000000000007e+00,5.740000000000000213e+00,3.214024866217958441e-76,6.774696398682624845e-77
1.202199999999999935e+00,5.740000000000000213e+00,1.552954023723004432e-75,3.257164869086516158e-76
1.220900000000000096e+00,5.740000000000000213e+00,7.111021549169083616e-75,1.484286301849915823e-75
1.239700000000000024e+00,5.740000000000000213e+00,3.141899938711706575e-74,6.527129786371799407e-75
1.258499999999999952e+00,5.740000000000000213e+00,1.330691431767289313e-73,2.751697287913395764e-74
1.277300000000000102e+00,5.740000000000000213e+00,5.410986461091582251e-73,1.113885562174976598e-73
1.296100000000000030e+00,5.740000000000000213e+00,2.115665227860778106e-72,4.336083912459878098e-73
1.314899999999999958e+00,5.740000000000000213e+00,7.965551830186087992e-72,1.625538957378511868e-72
1.333599999999999897e+00,5.740000000000000213e+00,2.872392396794391414e-71,5.837250613963932446e-72
1.352400000000000047e+00,5.740000000000000213e+00,1.007063537921613649e-70,2.038148854473633371e-71
1.371199999999999974e+00,5.740000000000000213e+00,3.413347466594957576e-70,6.880402249628390710e-71
1.389999999999999902e+00,5.740000000000000213e+00,1.119788251173162471e-69,2.248340391004652718e-70
1.408800000000000052e+00,5.740000000000000213e+00,3.559764619936713662e-69,7.119959570440250886e-70
1.427599999999999980e+00,5.740000000000000213e+00,1.097774051798766788e-68,2.187435971936244970e-69
1.446299999999999919e+00,5.740000000000000213e+00,3.268629376498573040e-68,6.489295102047192016e-69
1.465100000000000069e+00,5.740000000000000213e+00,9.516592090256502913e-68,1.882556218599495819e-68
1.483899999999999997e+00,5.740000000000000213e+00,2.695940019883684164e-67,5.314276124723140616e-68
1.502699999999999925e+00,5.740000000000000213e+00,7.438376086414642417e-67,1.461161589846679643e-67
1.521500000000000075e+00,5.740000000000000213e+00,2.000447851865643894e-66,3.916428531769424219e-67
1.540300000000000002e+00,5.740000000000000213e+00,5.248597845459459868e-66,1.024138973138349712e-66
1.558999999999999941e+00,5.740000000000000213e+00,1.337872811756851378e-65,2.602157200710009290e-66
1.577800000000000091e+00,5.740000000000000213e+00,3.349150263553710364e-65,6.493364999290879236e-66
1.596600000000000019e+00,5.740000000000000213e+00,8.198352675900564315e-65,1.584548303140620259e-65
1.615399999999999947e+00,5.740000000000000213e+00,1.963820282127245959e-64,3.783996779318892706e-65
1.634200000000000097e+00,5.740000000000000213e+00,4.606366168712253735e-64,8.849176936769899225e-65
1.653000000000000025e+00,5.740000000000000213e+00,1.058724986282486410e-63,2.027909167655753350e-64
1.671799999999999953e+00,5.740000000000000213e+00,2.385892134963622166e-63,4.556813851203300160e-64
1.690499999999999892e+00,5.740000000000000213e+00,5.253086359945625524e-63,1.000460622226928087e-63
1.709300000000000042e+00,5.740000000000000213e+00,1.140231408523615290e-62,2.165557460731916495e-63
1.728099999999999969e+00,5.740000000000000213e+00,2.430948022788733986e-62,4.604324021898907775e-63
1.746899999999999897e+00,5.740000000000000213e+00,5.093278708106190007e-62,9.621057816039678135e-63
1.765700000000000047e+00,5.740000000000000213e+00,1.049262979263113405e-61,1.976814673865902122e-62
1.784499999999999975e+00,5.740000000000000213e+00,2.126443764140648470e-61,3.995878085636394515e-62
1.803199999999999914e+00,5.740000000000000213e+00,4.226086703062298341e-61,7.921350349463563719e-62
1.822000000000000064e+00,5.740000000000000213e+00,8.300969746089869762e-61,1.552049792373845748e-61
1.840799999999999992e+00,5.740000000000000213e+00,1.606224178100232850e-60,2.995835071136467525e-61
1.859599999999999920e+00,5.740000000000000213e+00,3.063074572662177743e-60,5.699315081383839861e-61
1.878400000000000070e+00,5.740000000000000213e+00,5.759217395331709812e-60,1.069054595231800877e-60
1.897199999999999998e+00,5.740000000000000213e+00,1.068065264995860410e-59,1.977985128084779184e-60
1.915899999999999936e+00,5.740000000000000213e+00,1.948262227549960347e-59,3.599844691643148036e-60
1.934700000000000086e+00,5.740000000000000213e+00,3.519373739906640877e-59,6.488199128560443915e-60
1.953500000000000014e+00,5.740000000000000213e+00,6.277642484664194506e-59,1.154766062544706820e-59
1.972299999999999942e+00,5.740000000000000213e+00,1.106093047653517335e-58,2.030222205904433708e-59
1.991100000000000092e+00,5.740000000000000213e+00,1.925733143644316078e-58,3.527101308902209999e-59
2.009900000000000020e+00,5.740000000000000213e+00,3.313983705444082661e-58,6.056994543356684549e-59
2.028599999999999959e+00,5.740000000000000213e+00,5.623089782823195177e-58,1.025619506919603164e-58
2.047400000000000109e+00,5.740000000000000213e+00,9.463601200491514994e-58,1.722588944990205380e-58
2.066199999999999815e+00,5.740000000000000213e+00,1.575724884555308881e-57,2.862421650744559133e-58
2.084999999999999964e+00,5.740000000000000213e+00,2.596386556700548922e-57,4.707217294588563819e-58
2.103800000000000114e+00,5.740000000000000213e+00,4.234885630669877485e-57,7.662873114605207929e-58
2.122599999999999820e+00,5.740000000000000213e+00,6.839303480110120808e-57,1.235179121284942423e-57
2.141300000000000203e+00,5.740000000000000213e+00,1.091230647361525323e-56,1.967070070997618887e-57
2.160099999999999909e+00,5.740000000000000213e+00,1.729149305049631436e-56,3.111208146993179899e-57
2.178900000000000059e+00,5.740000000000000213e+00,2.714984038048462450e-56,4.876063454961442897e-57
2.197700000000000209e+00,5.740000000000000213e+00,4.224947117512153938e-56,7.574269724872682664e-57
2.216499999999999915e+00,5.740000000000000213e+00,6.517659253060189126e-56,1.166380428678763196e-56
2.235300000000000065e+00,5.740000000000000213e+00,9.969479742381650523e-56,1.780990308040648080e-56
2.254000000000000004e+00,5.740000000000000213e+00,1.509043061965219491e-55,2.691201962863861410e-56
2.272800000000000153e+00,5.740000000000000213e+00,2.270870743107282883e-55,4.042961228994887095e-56
2.291599999999999859e+00,5.740000000000000213e+00,3.390456616565984672e-55,6.026130590721034574e-56
2.310400000000000009e+00,5.740000000000000213e+00,5.023216421612039203e-55,8.913450919228665895e-56
2.329200000000000159e+00,5.740000000000000213e+00,7.386588370086688886e-55,1.308584461769865080e-55
2.347999999999999865e+00,5.740000000000000213e+00,1.078256683587050406e-54,1.907145871127624898e-55
2.366800000000000015e+00,5.740000000000000213e+00,1.562759903428597927e-54,2.759737116036197163e-55
2.385499999999999954e+00,5.740000000000000213e+00,2.244885918209292081e-54,3.958189777009333675e-55
2.404300000000000104e+00,5.740000000000000213e+00,3.209086338735787053e-54,5.649583169668331380e-55
2.423099999999999810e+00,5.740000000000000213e+00,4.556941723983482787e-54,8.010329212748602482e-55
2.441899999999999959e+00,5.740000000000000213e+00,6.428912177258095779e-54,1.128405777869651116e-54
2.460700000000000109e+00,5.740000000000000213e+00,9.012359225556919526e-54,1.579523420430763246e-54
2.479499999999999815e+00,5.740000000000000213e+00,1.255566219567761266e-53,2.197331793008293941e-54
2.498200000000000198e+00,5.740000000000000213e+00,1.735629986140885419e-53,3.033146563488172007e-54
2.516999999999999904e+00,5.740000000000000213e+00,2.389209812858141287e-53,4.169421239009944130e-54
2.535800000000000054e+00,5.740000000000000213e+00,3.269866294095728524e-53,5.698294420275313720e-54
2.554600000000000204e+00,5.740000000000000213e+00,4.449799917404491951e-53,7.743847523760547454e-54
2.573399999999999910e+00,5.740000000000000213e+00,6.021995073449193255e-53,1.046564464298377278e-53
2.592200000000000060e+00,5.740000000000000213e+00,8.105556527437758103e-53,1.406777506265459244e-53
2.610899999999999999e+00,5.740000000000000213e+00,1.083555898997233479e-52,1.878112009079391203e-53
2.629700000000000149e+00,5.740000000000000213e+00,1.443258579407880875e-52,2.498309554275119188e-53
2.648499999999999854e+00,5.740000000000000213e+00,1.912625287153039772e-52,3.306520415668310378e-53
2.667300000000000004e+00,5.740000000000000213e+00,2.522063670053632486e-52,4.354554417463319822e-53
2.686100000000000154e+00,5.740000000000000213e+00,3.309548912779522830e-52,5.707026055091659532e-53
2.704899999999999860e+00,5.740000000000000213e+00,4.322282173864337945e-52,7.444138219165314699e-53
2.723599999999999799e+00,5.740000000000000213e+00,5.610893794365656937e-52,9.651686343469340809e-53
2.742399999999999949e+00,5.740000000000000213e+00,7.260724470398486117e-52,1.247454555265106070e-52
2.761200000000000099e+00,5.740000000000000213e+00,9.353775857791484151e-52,1.605136166511615029e-52
2.779999999999999805e+00,5.740000000000000213e+00,1.199757325329833109e-51,2.056387142255555793e-52
2.798799999999999955e+00,5.740000000000000213e+00,1.532281673026390984e-51,2.623269528156070711e-52
2.817600000000000104e+00,5.740000000000000213e+00,1.948771057410629466e-51,3.332453862303431679e-52
2.836300000000000043e+00,5.740000000000000213e+00,2.465222094632162183e-51,4.210823913527638818e-52
2.855100000000000193e+00,5.740000000000000213e+00,3.109942690375521093e-51,5.306087870225414494e-52
2.873899999999999899e+00,5.740000000000000213e+00,3.907819862961009426e-51,6.659988417106226641e-52
2.892700000000000049e+00,5.740000000000000213e+00,4.891442943355924779e-51,8.327192014321277941e-52
2.911500000000000199e+00,5.740000000000000213e+00,6.099487851667378612e-51,1.037249590390052270e-51
2.930299999999999905e+00,5.740000000000000213e+00,7.577683150132034175e-51,1.287242075884715255e-51
2.948999999999999844e+00,5.740000000000000213e+00,9.369348689513359831e-51,1.589918939472270839e-51
2.967799999999999994e+00,5.740000000000000213e+00,1.155657323415753210e-50,1.959022269268485615e-51
2.986600000000000144e+00,5.740000000000000213e+00,1.420459214659524486e-50,2.405409811278067450e-51
3.005399999999999849e+00,5.740000000000000213e+00,1.739955409362024814e-50,2.943429579352850074e-51
3.024199999999999999e+00,5.740000000000000213e+00,2.124154193905097915e-50,3.589731091728463754e-51
3.043000000000000149e+00,5.740000000000000213e+00,2.584644040508687648e-50,4.363570575822573330e-51
3.061700000000000088e+00,5.740000000000000213e+00,3.131609675996538193e-50,5.281794625965160317e-51
3.080499999999999794e+00,5.740000000000000213e+00,3.786213234920102834e-50,6.379610374517241874e-51
3.099299999999999944e+00,5.740000000000000213e+00,4.563412912359894455e-50,7.681726833144246377e-51
3.118100000000000094e+00,5.740000000000000213e+00,5.483367074404219685e-50,9.221490993875175254e-51
3.136899999999999800e+00,5.740000000000000213e+00,6.569052354039268208e-50,1.103687026973941306e-50
3.155699999999999950e+00,5.740000000000000213e+00,7.846579567584610225e-50,1.317096414722095699e-50
3.174500000000000099e+00,5.740000000000000213e+00,9.345534283588941116e-50,1.567255492241696435e-50
3.193200000000000038e+00,5.740000000000000213e+00,1.108927544691678775e-49,1.857992085884110983e-50
3.212000000000000188e+00,5.740000000000000213e+00,1.313393236955573899e-49,2.198582356240229027e-50
3.230799999999999894e+00,5.740000000000000213e+00,1.551317157565115599e-49,2.594538629555623788e-50
3.249600000000000044e+00,5.740000000000000213e+00,1.827436704817124696e-49,3.053639154617952406e-50
3.268400000000000194e+00,5.740000000000000213e+00,2.147045444307941397e-49,3.584566288734934524e-50
3.287199999999999900e+00,5.740000000000000213e+00,2.516042729462845616e-49,4.196985975586236307e-50
3.305899999999999839e+00,5.740000000000000213e+00,2.938565092121164747e-49,4.897618725506945845e-50
3.324699999999999989e+00,5.740000000000000213e+00,3.426367288657591590e-49,5.705789372591363616e-50
3.343500000000000139e+00,5.740000000000000213e+00,3.985380171647091074e-49,6.631132122413693988e-50
3.362299999999999844e+00,5.740000000000000213e+00,4.624468055005063817e-49,7.688111959572252562e-50
3.381099999999999994e+00,5.740000000000000213e+00,5.353385626643175830e-49,8.892630841254264827e-50
3.399900000000000144e+00,5.740000000000000213e+00,6.182841495089553073e-49,1.026212838994899004e-49
3.418600000000000083e+00,5.740000000000000213e+00,7.119235354190403855e-49,1.180689890014051909e-49
3.437399999999999789e+00,5.740000000000000213e+00,8.185336488353370122e-49,1.356419426242484122e-49
3.456199999999999939e+00,5.740000000000000213e+00,9.390409106197038540e-49,1.554893209086844673e-49
3.475000000000000089e+00,5.740000000000000213e+00,1.074963910929393644e-48,1.778574650644486836e-49
3.493799999999999795e+00,5.740000000000000213e+00,1.227950615764133884e-48,2.030134434789952045e-49
3.512599999999999945e+00,5.740000000000000213e+00,1.399785434608699452e-48,2.312461567128383147e-49
3.531299999999999883e+00,5.740000000000000213e+00,1.591313227802216033e-48,2.626896994094576633e-49
3.550100000000000033e+00,5.740000000000000213e+00,1.806651328024343282e-48,2.980146846654426388e-49
3.568900000000000183e+00,5.740000000000000213e+00,2.047067787999617772e-48,3.374231156617650172e-49
3.587699999999999889e+00,5.740000000000000213e+00,2.314962318799383377e-48,3.813020272936380175e-49
3.606500000000000039e+00,5.740000000000000213e+00,2.612905852315719447e-48,4.300656758434116457e-49
3.625300000000000189e+00,5.740000000000000213e+00,2.943647123777223157e-48,4.841565477951374592e-49
3.644000000000000128e+00,5.740000000000000213e+00,3.308069779481484595e-48,5.437115571709213976e-49
3.662799999999999834e+00,5.740000000000000213e+00,3.713180187049188517e-48,6.098671624355414091e-49
3.681599999999999984e+00,5.740000000000000213e+00,4.160445349292325184e-48,6.828533735551773501e-49
3.700400000000000134e+00,5.740000000000000213e+00,4.653384774558399897e-48,7.632346270525347601e-49
3.719199999999999839e+00,5.740000000000000213e+00,5.195724384380681441e-48,8.516079025435202099e-49
3.737999999999999989e+00,5.740000000000000213e+00,5.791401073617156189e-48,9.486033917844051944e-49
3.756699999999999928e+00,5.740000000000000213e+00,6.440932818688157216e-48,1.054293979619498801e-48
3.775500000000000078e+00,5.740000000000000213e+00,7.155617052512684453e-48,1.170505155721286265e-48
3.794299999999999784e+00,5.740000000000000213e+00,7.936727820666557455e-48,1.297429838697776208e-48
3.813099999999999934e+00,5.740000000000000213e+00,8.789079816755424797e-48,1.435835855223372285e-48
3.831900000000000084e+00,5.740000000000000213e+00,9.717713266614924229e-48,1.586526245598981154e-48
3.850699999999999790e+00,5.740000000000000213e+00,1.072789492084424615e-47,1.750339353931735677e-48
3.869400000000000173e+00,5.740000000000000213e+00,1.181904180482475586e-47,1.927164398061290906e-48
3.888199999999999878e+00,5.740000000000000213e+00,1.300851786536143726e-47,2.119797192076255571e-48
3.907000000000000028e+00,5.740000000000000213e+00,1.429666820123158358e-47,2.328273583174429311e-48
3.925800000000000178e+00,5.740000000000000213e+00,1.568965948927515889e-47,2.553571465503653671e-48
3.944599999999999884e+00,5.740000000000000213e+00,1.719387849000426095e-47,2.796702668700226641e-48
3.963400000000000034e+00,5.740000000000000213e+00,1.881592830941735893e-47,3.058712295988816960e-48
3.982200000000000184e+00,5.740000000000000213e+00,2.056262380496078139e-47,3.340677927601369787e-48
4.000899999999999679e+00,5.740000000000000213e+00,2.243063390779899302e-47,3.642039105166530410e-48
4.019700000000000273e+00,5.740000000000000213e+00,2.444712595875738765e-47,3.967153419688922412e-48
4.038499999999999979e+00,5.740000000000000213e+00,2.660987989766728905e-47,4.315635046079989645e-48
4.057299999999999685e+00,5.740000000000000213e+00,2.892649334384830121e-47,4.688680646827474843e-48
4.076100000000000279e+00,5.740000000000000213e+00,3.140473974135811758e-47,5.087513354216294018e-48
4.094899999999999984e+00,5.740000000000000213e+00,3.405255859205894890e-47,5.513381168296425846e-48
4.113599999999999923e+00,5.740000000000000213e+00,3.686253123819551977e-47,5.965062261049566914e-48
4.132399999999999629e+00,5.740000000000000213e+00,3.987291303712615815e-47,6.448674092592125783e-48
4.151200000000000223e+00,5.740000000000000213e+00,4.307752728819403321e-47,6.963189297357215113e-48
4.169999999999999929e+00,5.740000000000000213e+00,4.648486317817448200e-47,7.509936741699228817e-48
4.188799999999999635e+00,5.740000000000000213e+00,5.010351520321683326e-47,8.090260325864079330e-48
4.207600000000000229e+00,5.740000000000000213e+00,5.394216880931848155e-47,8.705516682154612497e-48
4.226300000000000168e+00,5.740000000000000213e+00,5.798732951893869923e-47,9.353508608355461710e-48
4.245099999999999874e+00,5.740000000000000213e+00,6.229104360488315586e-47,1.004253520535226389e-47
4.263899999999999579e+00,5.740000000000000213e+00,6.684116099141605186e-47,1.077060908131369902e-47
4.282700000000000173e+00,5.740000000000000213e+00,7.164657490743664178e-47,1.153911293778488345e-47
4.301499999999999879e+00,5.740000000000000213e+00,7.671618899249490718e-47,1.234942940464923955e-47
4.320299999999999585e+00,5.740000000000000213e+00,8.205889974582788687e-47,1.320293827012066576e-47
4.339000000000000412e+00,5.740000000000000213e+00,8.765289864124692749e-47,1.409611636105908533e-47
4.357800000000000118e+00,5.740000000000000213e+00,9.356680382113648882e-47,1.503987597403849485e-47
4.376599999999999824e+00,5.740000000000000213e+00,9.978022546223059575e-47,1.603091475471615684e-47
4.395400000000000418e+00,5.740000000000000213e+00,1.063018503200597793e-46,1.707057267004043485e-47
4.414200000000000124e+00,5.740000000000000213e+00,1.131402662593239594e-46,1.816017246399924426e-47
4.432999999999999829e+00,5.740000000000000213e+00,1.203039434836487144e-46,1.930101673516609581e-47
4.451699999999999768e+00,5.740000000000000213e+00,1.277604397057979043e-46,2.048789615297363407e-47
4.470500000000000362e+00,5.740000000000000213e+00,1.355976464485217519e-46,2.173475272054057648e-47
4.489300000000000068e+00,5.740000000000000213e+00,1.437845898385306902e-46,2.303660520938062599e-47
4.508099999999999774e+00,5.740000000000000213e+00,1.523290839096468098e-46,2.439464689300592926e-47
4.526900000000000368e+00,5.740000000000000213e+00,1.612387326438593150e-46,2.581003661403988703e-47
4.545700000000000074e+00,5.740000000000000213e+00,1.705209121684585919e-46,2.728389605193962871e-47
4.564400000000000013e+00,5.740000000000000213e+00,1.801303439801383796e-46,2.880899122580566269e-47
4.583199999999999719e+00,5.740000000000000213e+00,1.901766416000159893e-46,3.040266824791093378e-47
4.602000000000000313e+00,5.740000000000000213e+00,2.006160248025641759e-46,3.205792556221348745e-47
4.620800000000000018e+00,5.740000000000000213e+00,2.114547900603123008e-46,3.377571052918125082e-47
