E_nu,Te_center,sigma_e,sigma_x
1.296100000000000030e+00,3.740000000000000213e+00,1.020563147006739145e-54,2.085236950663115500e-55
1.314899999999999958e+00,3.740000000000000213e+00,1.753871599988550872e-54,3.568219817696171042e-55
1.333599999999999897e+00,3.740000000000000213e+00,2.959178324995597973e-54,5.995361247106021868e-55
1.352400000000000047e+00,3.740000000000000213e+00,4.932155535082409191e-54,9.951825542210181236e-55
1.371199999999999974e+00,3.740000000000000213e+00,8.102127783036422703e-54,1.628270770176966468e-54
1.389999999999999902e+00,3.740000000000000213e+00,1.312455322621516167e-53,2.627314614880602598e-54
1.408800000000000052e+00,3.740000000000000213e+00,2.097535915897520129e-53,4.182868284054522656e-54
1.427599999999999980e+00,3.740000000000000213e+00,3.308875878854604917e-53,6.573830577093336661e-54
1.446299999999999919e+00,3.740000000000000213e+00,5.142632708887783864e-53,1.017981849014554035e-53
1.465100000000000069e+00,3.740000000000000213e+00,7.915182836715939876e-53,1.561195150901450943e-53
1.483899999999999997e+00,3.740000000000000213e+00,1.204063357814980619e-52,2.366573656845638553e-53
1.502699999999999925e+00,3.740000000000000213e+00,1.811022689351040025e-52,3.547323046351628823e-53
1.521500000000000075e+00,3.740000000000000213e+00,2.694328005645757867e-52,5.259739447268320293e-53
1.540300000000000002e+00,3.740000000000000213e+00,3.966321679141281445e-52,7.717354359005742329e-53
1.558999999999999941e+00,3.740000000000000213e+00,5.768067341858696694e-52,1.118700687703952948e-52
1.577800000000000091e+00,3.740000000000000213e+00,8.322664933438411370e-52,1.609050255402526127e-52
1.596600000000000019e+00,3.740000000000000213e+00,1.189440527437074211e-51,2.292454961259188572e-52
1.615399999999999947e+00,3.740000000000000213e+00,1.684245994597719711e-51,3.236241805644410001e-52
1.634200000000000097e+00,3.740000000000000213e+00,2.363630501841656747e-51,4.528121879838561650e-52
1.653000000000000025e+00,3.740000000000000213e+00,3.288429591287343315e-51,6.281381107024618508e-52
1.671799999999999953e+00,3.740000000000000213e+00,4.536815414427462935e-51,8.641120720459654585e-52
1.690499999999999892e+00,3.740000000000000213e+00,6.198203087288780057e-51,1.177245931791417364e-51
1.709300000000000042e+00,3.740000000000000213e+00,8.415715419449265425e-51,1.594010840271160487e-51
1.728099999999999969e+00,3.740000000000000213e+00,1.133961077927152130e-50,2.142000452360565254e-51
1.746899999999999897e+00,3.740000000000000213e+00,1.516660413098347714e-50,2.857279255917830560e-51
1.765700000000000047e+00,3.740000000000000213e+00,2.013997841544245002e-50,3.784316321181778077e-51
1.784499999999999975e+00,3.740000000000000213e+00,2.655851242636847725e-50,4.977564273266071767e-51
1.803199999999999914e+00,3.740000000000000213e+00,3.473736440223117340e-50,6.494123418240558146e-51
1.822000000000000064e+00,3.740000000000000213e+00,4.520346335543666703e-50,8.429845206179152485e-51
1.840799999999999992e+00,3.740000000000000213e+00,5.844947315420504587e-50,1.087356005132962621e-50
1.859599999999999920e+00,3.740000000000000213e+00,7.511107850368411096e-50,1.393981430541408946e-50
1.878400000000000070e+00,3.740000000000000213e+00,9.594435376263595641e-50,1.776447377433660037e-50
1.897199999999999998e+00,3.740000000000000213e+00,1.218432799186543721e-49,2.250775043669394382e-50
1.915899999999999936e+00,3.740000000000000213e+00,1.536703010320123780e-49,2.832307789605450444e-50
1.934700000000000086e+00,3.740000000000000213e+00,1.929885756129926071e-49,3.549062202186168932e-50
1.953500000000000014e+00,3.740000000000000213e+00,2.410727362691825368e-49,4.423621942107817779e-50
1.972299999999999942e+00,3.740000000000000213e+00,2.995739698918340831e-49,5.485268297497424671e-50
1.991100000000000092e+00,3.740000000000000213e+00,3.703922746570120185e-49,6.767608582072784322e-50
2.009900000000000020e+00,3.740000000000000213e+00,4.557029714082921571e-49,8.309022536788605886e-50
2.028599999999999959e+00,3.740000000000000213e+00,5.573906626284666687e-49,1.014243243983375029e-49
2.047400000000000109e+00,3.740000000000000213e+00,6.793395974812633209e-49,1.233654370660827658e-49
2.066199999999999815e+00,3.740000000000000213e+00,8.242227343366202101e-49,1.493789913547131720e-49
2.084999999999999964e+00,3.740000000000000213e+00,9.956005572022977299e-49,1.800869850034519137e-49
2.103800000000000114e+00,3.740000000000000213e+00,1.197455185587529740e-48,2.161833881405236756e-49
2.122599999999999820e+00,3.740000000000000213e+00,1.434220882727556060e-48,2.584391090087192230e-49
2.141300000000000203e+00,3.740000000000000213e+00,1.709228408277137641e-48,3.074246593678985353e-49
2.160099999999999909e+00,3.740000000000000213e+00,2.030822377343282910e-48,3.645988784829719024e-49
2.178900000000000059e+00,3.740000000000000213e+00,2.403609423198237384e-48,4.307492399363005784e-49
2.197700000000000209e+00,3.740000000000000213e+00,2.834124748795914156e-48,5.070012106325922486e-49
2.216499999999999915e+00,3.740000000000000213e+00,3.329497958095661560e-48,5.945797584068633114e-49
2.235300000000000065e+00,3.740000000000000213e+00,3.897477114456312503e-48,6.948130185626060592e-49
2.254000000000000004e+00,3.740000000000000213e+00,4.542768627994264660e-48,8.084875032052681997e-49
2.272800000000000153e+00,3.740000000000000213e+00,5.281279770663659747e-48,9.383555859255567933e-49
2.291599999999999859e+00,3.740000000000000213e+00,6.119502235208530575e-48,1.085502715983202512e-48
2.310400000000000009e+00,3.740000000000000213e+00,7.067843588691972206e-48,1.251696523001211758e-48
2.329200000000000159e+00,3.740000000000000213e+00,8.137408765339487988e-48,1.438818740174481770e-48
2.347999999999999865e+00,3.740000000000000213e+00,9.340005368856664820e-48,1.648865564337783185e-48
2.366800000000000015e+00,3.740000000000000213e+00,1.068814482795597466e-47,1.883947307284315070e-48
2.385499999999999954e+00,3.740000000000000213e+00,1.218657966208734661e-47,2.144815713708885665e-48
2.404300000000000104e+00,3.740000000000000213e+00,1.386517742980757800e-47,2.436584701985030280e-48
2.423099999999999810e+00,3.740000000000000213e+00,1.573094095074053734e-47,2.760376219702250560e-48
2.441899999999999959e+00,3.740000000000000213e+00,1.779911521376610119e-47,3.118737855093583042e-48
2.460700000000000109e+00,3.740000000000000213e+00,2.008558638549816200e-47,3.514318080966430164e-48
2.479499999999999815e+00,3.740000000000000213e+00,2.260685484947410548e-47,3.949861224638435753e-48
2.498200000000000198e+00,3.740000000000000213e+00,2.536455549574710507e-47,4.425538971688426107e-48
2.516999999999999904e+00,3.740000000000000213e+00,2.840573161620056417e-47,4.949343469144700140e-48
2.535800000000000054e+00,3.740000000000000213e+00,3.173445184458068099e-47,5.521840873528576529e-48
2.554600000000000204e+00,3.740000000000000213e+00,3.536930578124660476e-47,6.146092836479151632e-48
2.573399999999999910e+00,3.740000000000000213e+00,3.932929198706752277e-47,6.825220398324729750e-48
2.592200000000000060e+00,3.740000000000000213e+00,4.363376384192596521e-47,7.562394634804080430e-48
2.610899999999999999e+00,3.740000000000000213e+00,4.827654039609058070e-47,8.356411999352902415e-48
2.629700000000000149e+00,3.740000000000000213e+00,5.332707415238160630e-47,9.218991062235163636e-48
2.648499999999999854e+00,3.740000000000000213e+00,5.878157903866849130e-47,1.014931094713335516e-47
2.667300000000000004e+00,3.740000000000000213e+00,6.466021471318706068e-47,1.115063854953107099e-47
2.686100000000000154e+00,3.740000000000000213e+00,7.098317492249923154e-47,1.222623654164159386e-47
2.704899999999999860e+00,3.740000000000000213e+00,7.777061576222573312e-47,1.337935144336174055e-47
2.723599999999999799e+00,3.740000000000000213e+00,8.500258489583634750e-47,1.460641927867098205e-47
2.742399999999999949e+00,3.740000000000000213e+00,9.277620206710573536e-47,1.592372755781508206e-47
2.761200000000000099e+00,3.740000000000000213e+00,1.010737007188160225e-46,1.732805719259473271e-47
2.779999999999999805e+00,3.740000000000000213e+00,1.099143464306565562e-46,1.882246843478319058e-47
2.798799999999999955e+00,3.740000000000000213e+00,1.193169943573034325e-46,2.040994439089199711e-47
2.817600000000000104e+00,3.740000000000000213e+00,1.293000148251227225e-46,2.209337904387614355e-47
2.836300000000000043e+00,3.740000000000000213e+00,1.398233240590791992e-46,2.386581979645281680e-47
2.855100000000000193e+00,3.740000000000000213e+00,1.510165788660738923e-46,2.574889253354171303e-47
2.873899999999999899e+00,3.740000000000000213e+00,1.628415976898164585e-46,2.773594222483619155e-47
2.892700000000000049e+00,3.740000000000000213e+00,1.753141002750425052e-46,2.982939323305011222e-47
2.911500000000000199e+00,3.740000000000000213e+00,1.884489747925271742e-46,3.203152595800337995e-47
2.930299999999999905e+00,3.740000000000000213e+00,2.022602161245906416e-46,3.434446728419781434e-47
2.948999999999999844e+00,3.740000000000000213e+00,2.166818909911454930e-46,3.675697732764917818e-47
2.967799999999999994e+00,3.740000000000000213e+00,2.318802283442010386e-46,3.929664450195802670e-47
2.986600000000000144e+00,3.740000000000000213e+00,2.477909372064193717e-46,4.195248547456900673e-47
3.005399999999999849e+00,3.740000000000000213e+00,2.644239000046601400e-46,4.472593118860024443e-47
3.024199999999999999e+00,3.740000000000000213e+00,2.817878536801150693e-46,4.761822115441012884e-47
3.043000000000000149e+00,3.740000000000000213e+00,2.998903520580701928e-46,5.063039805562775007e-47
3.061700000000000088e+00,3.740000000000000213e+00,3.186355008364322967e-46,5.374631816600549582e-47
3.080499999999999794e+00,3.740000000000000213e+00,3.382288572594823482e-46,5.699994057873246150e-47
3.099299999999999944e+00,3.740000000000000213e+00,3.585759989152373029e-46,6.037535324209213220e-47
3.118100000000000094e+00,3.740000000000000213e+00,3.796794730408436074e-46,6.387277462787236198e-47
3.136899999999999800e+00,3.740000000000000213e+00,4.015405277548364105e-46,6.749221140714047254e-47
3.155699999999999950e+00,3.740000000000000213e+00,4.241591035570198479e-46,7.123345786623926981e-47
3.174500000000000099e+00,3.740000000000000213e+00,4.475338297078990185e-46,7.509609611173153147e-47
3.193200000000000038e+00,3.740000000000000213e+00,4.715316971366285300e-46,7.905799065953466558e-47
3.212000000000000188e+00,3.740000000000000213e+00,4.964054036691847733e-46,8.316068041108923345e-47
3.230799999999999894e+00,3.740000000000000213e+00,5.220233477068346633e-46,8.738225481657014930e-47
3.249600000000000044e+00,3.740000000000000213e+00,5.483789787093636245e-46,9.172146552936292055e-47
3.268400000000000194e+00,3.740000000000000213e+00,5.754644865574482404e-46,9.617686417145116063e-47
3.287199999999999900e+00,3.740000000000000213e+00,6.032708248792529974e-46,1.007468068070215067e-46
3.305899999999999839e+00,3.740000000000000213e+00,6.316341924048621015e-46,1.054042566035125699e-46
3.324699999999999989e+00,3.740000000000000213e+00,6.608465608893117612e-46,1.101970160315840174e-46
3.343500000000000139e+00,3.740000000000000213e+00,6.907455637714669515e-46,1.150982800446216649e-46
3.362299999999999844e+00,3.740000000000000213e+00,7.213175237494595192e-46,1.201056796509357889e-46
3.381099999999999994e+00,3.740000000000000213e+00,7.525476979856271698e-46,1.252166809463850920e-46
3.399900000000000144e+00,3.740000000000000213e+00,7.844203215127152499e-46,1.304285926326982782e-46
3.418600000000000083e+00,3.740000000000000213e+00,8.167441650889083398e-46,1.357100750672568426e-46
3.437399999999999789e+00,3.740000000000000213e+00,8.498473496038648773e-46,1.411146461362582899e-46
3.456199999999999939e+00,3.740000000000000213e+00,8.835401266128683112e-46,1.466112066214991069e-46
3.475000000000000089e+00,3.740000000000000213e+00,9.178031270479589599e-46,1.521965180978864605e-46
3.493799999999999795e+00,3.740000000000000213e+00,9.526162087695410338e-46,1.578672268894329248e-46
3.512599999999999945e+00,3.740000000000000213e+00,9.879585110876321085e-46,1.636198731307006719e-46
3.531299999999999883e+00,3.740000000000000213e+00,1.023616514358239954e-45,1.694196828647752534e-46
3.550100000000000033e+00,3.740000000000000213e+00,1.059949556473409607e-45,1.753250578461375577e-46
3.568900000000000183e+00,3.740000000000000213e+00,1.096745606001002926e-45,1.813014656063524677e-46
3.587699999999999889e+00,3.740000000000000213e+00,1.133981491360212685e-45,1.873451141493933896e-46
3.606500000000000039e+00,3.740000000000000213e+00,1.171633604379485361e-45,1.934521514720848653e-46
3.625300000000000189e+00,3.740000000000000213e+00,1.209677957076572532e-45,1.996186747418063210e-46
3.644000000000000128e+00,3.740000000000000213e+00,1.247884987212183349e-45,2.058075033388609026e-46
3.662799999999999834e+00,3.740000000000000213e+00,1.286638856572446858e-45,2.120808682376237307e-46
3.681599999999999984e+00,3.740000000000000213e+00,1.325711416034074948e-45,2.184018170433436003e-46
3.700400000000000134e+00,3.740000000000000213e+00,1.365077716380765235e-45,2.247663330112479000e-46
3.719199999999999839e+00,3.740000000000000213e+00,1.404712702777702468e-45,2.311703923502489536e-46
3.737999999999999989e+00,3.740000000000000213e+00,1.444591266603831124e-45,2.376099723978790204e-46
3.756699999999999928e+00,3.740000000000000213e+00,1.484474480039146765e-45,2.440465625609501181e-46
3.775500000000000078e+00,3.740000000000000213e+00,1.524763946030977449e-45,2.505450241264355492e-46
3.794299999999999784e+00,3.740000000000000213e+00,1.565221970552252499e-45,2.570670441683037893e-46
3.813099999999999934e+00,3.740000000000000213e+00,1.605823718305403922e-45,2.636086808935034866e-46
3.831900000000000084e+00,3.740000000000000213e+00,1.646544536448827132e-45,2.701660304344594961e-46
3.850699999999999790e+00,3.740000000000000213e+00,1.687359996675354193e-45,2.767352333114784142e-46
3.869400000000000173e+00,3.740000000000000213e+00,1.728028312643592793e-45,2.832774805579886982e-46
3.888199999999999878e+00,3.740000000000000213e+00,1.768960683663589575e-45,2.898590065640664402e-46
3.907000000000000028e+00,3.740000000000000213e+00,1.809916274929453836e-45,2.964411529563723952e-46
3.925800000000000178e+00,3.740000000000000213e+00,1.850871935908489305e-45,3.030202954610788126e-46
3.944599999999999884e+00,3.740000000000000213e+00,1.891804921165073196e-45,3.095928814881451440e-46
3.963400000000000034e+00,3.740000000000000213e+00,1.932692920353395297e-45,3.161554345747599289e-46
3.982200000000000184e+00,3.740000000000000213e+00,1.973514086122613165e-45,3.227045584867710494e-46
4.000899999999999679e+00,3.740000000000000213e+00,2.014030665387621592e-45,3.292022442648072825e-46
4.019700000000000273e+00,3.740000000000000213e+00,2.054655235479841110e-45,3.357147750876389422e-46
4.038499999999999979e+00,3.740000000000000213e+00,2.095150562516997313e-45,3.422042217701303202e-46
4.057299999999999685e+00,3.740000000000000213e+00,2.135496885697146127e-45,3.486675427630463904e-46
4.076100000000000279e+00,3.740000000000000213e+00,2.175675015701681171e-45,3.551017922249770097e-46
4.094899999999999984e+00,3.740000000000000213e+00,2.215666350401151472e-45,3.615041221565199298e-46
4.113599999999999923e+00,3.740000000000000213e+00,2.255241830749024694e-45,3.678380100987170713e-46
4.132399999999999629e+00,3.740000000000000213e+00,2.294807410989889537e-45,3.741685624939003441e-46
4.151200000000000223e+00,3.740000000000000213e+00,2.334134128692812851e-45,3.804592684893869183e-46
4.169999999999999929e+00,3.740000000000000213e+00,2.373205846441833798e-45,3.867076862695141467e-46
4.188799999999999635e+00,3.740000000000000213e+00,2.412007064663172929e-45,3.929114781291998107e-46
4.207600000000000229e+00,3.740000000000000213e+00,2.450522926579653429e-45,3.990684109173906099e-46
4.226300000000000168e+00,3.740000000000000213e+00,2.488536760035245129e-45,4.051440003619896211e-46
4.245099999999999874e+00,3.740000000000000213e+00,2.526441625814740302e-45,4.112012110264771260e-46
4.263899999999999579e+00,3.740000000000000213e+00,2.564020514801430714e-45,4.172055012309589904e-46
4.282700000000000173e+00,3.740000000000000213e+00,2.601261156693711121e-45,4.231550551659346243e-46
4.301499999999999879e+00,3.740000000000000213e+00,2.638151926245556176e-45,4.290481603279685615e-46
4.320299999999999585e+00,3.740000000000000213e+00,2.674681839688877833e-45,4.348832066560933811e-46
4.339000000000000412e+00,3.740000000000000213e+00,2.710649215765637018e-45,4.406281249610113939e-46
4.357800000000000118e+00,3.740000000000000213e+00,2.746429057450613249e-45,4.463429557258186613e-46
4.376599999999999824e+00,3.740000000000000213e+00,2.781818934208124298e-45,4.519955075993563377e-46
4.395400000000000418e+00,3.740000000000000213e+00,2.816810366527626069e-45,4.575845677532596563e-46
4.414200000000000124e+00,3.740000000000000213e+00,2.851395482174622843e-45,4.631090190506834609e-46
4.432999999999999829e+00,3.740000000000000213e+00,2.885567006552524688e-45,4.685678382847322684e-46
4.451699999999999768e+00,3.740000000000000213e+00,2.919139847204468928e-45,4.739315896992677255e-46
4.470500000000000362e+00,3.740000000000000213e+00,2.952466986230991717e-45,4.792568020412986431e-46
4.489300000000000068e+00,3.740000000000000213e+00,2.985362216441034249e-45,4.845138608276962896e-46
4.508099999999999774e+00,3.740000000000000213e+00,3.017820539967955247e-45,4.897020984262896813e-46
4.526900000000000368e+00,3.740000000000000213e+00,3.049837498107665529e-45,4.948209308675167353e-46
4.545700000000000074e+00,3.740000000000000213e+00,3.081409157970823418e-45,4.998698555627450615e-46
4.564400000000000013e+00,3.740000000000000213e+00,3.112367743577036764e-45,5.048221537883393476e-46
4.583199999999999719e+00,3.740000000000000213e+00,3.143041451545666952e-45,5.097304457580463795e-46
4.602000000000000313e+00,3.740000000000000213e+00,3.173261089839389126e-45,5.145677881802282613e-46
4.620800000000000018e+00,3.740000000000000213e+00,3.203024685446326862e-45,5.193339798384244984e-46
4.639599999999999724e+00,3.740000000000000213e+00,3.232330719373825950e-45,5.240288888522933860e-46
4.658400000000000318e+00,3.740000000000000213e+00,3.261178111595425382e-45,5.286524501900766227e-46
4.677100000000000257e+00,3.740000000000000213e+00,3.289416421027794233e-45,5.331806379391483712e-46
4.695899999999999963e+00,3.740000000000000213e+00,3.317347414025590323e-45,5.376619426577026826e-46
4.714699999999999669e+00,3.740000000000000213e+00,3.344819005157273135e-45,5.420720799281690307e-46
4.733500000000000263e+00,3.740000000000000213e+00,3.371831715958443246e-45,5.464112268517339806e-46
4.752299999999999969e+00,3.740000000000000213e+00,3.398386430731922457e-45,5.506796149369408792e-46
4.771099999999999675e+00,3.740000000000000213e+00,3.424484381345841636e-45,5.548775276441292538e-46
4.789900000000000269e+00,3.740000000000000213e+00,3.450127132125634474e-45,5.590052979529475182e-46
4.808600000000000207e+00,3.740000000000000213e+00,3.475183774031620473e-45,5.630419046311888313e-46
4.827399999999999913e+00,3.740000000000000213e+00,3.499924466523386759e-45,5.670309427811511816e-46
4.846199999999999619e+00,3.740000000000000213e+00,3.524216483923161882e-45,5.709511081006165663e-46
4.865000000000000213e+00,3.740000000000000213e+00,3.548062570716646931e-45,5.748029077148986595e-46
4.883799999999999919e+00,3.740000000000000213e+00,3.571465730713308139e-45,5.785868865989247018e-46
4.902599999999999625e+00,3.740000000000000213e+00,3.594429213027253954e-45,5.823036253594877387e-46
4.921299999999999564e+00,3.740000000000000213e+00,3.616837819839349187e-45,5.859344977026815995e-46
4.940100000000000158e+00,3.740000000000000213e+00,3.638934897152374748e-45,5.895189789534328600e-46
4.958899999999999864e+00,3.740000000000000213e+00,3.660603358348617408e-45,5.930381505515741035e-46
4.977699999999999569e+00,3.740000000000000213e+00,3.681847297842035753e-45,5.964927142602189755e-46
4.996500000000000163e+00,3.740000000000000213e+00,3.702670989384989145e-45,5.998833971213606625e-46
5.015299999999999869e+00,3.740000000000000213e+00,3.723078873758885116e-45,6.032109495394362292e-46
5.033999999999999808e+00,3.740000000000000213e+00,3.742970261058684040e-45,6.064589389481508270e-46
5.052800000000000402e+00,3.740000000000000213e+00,3.762562611255628392e-45,6.096628912486528882e-46
5.071600000000000108e+00,3.740000000000000213e+00,3.781753334330212461e-45,6.128060818076273537e-46
5.090399999999999814e+00,3.740000000000000213e+00,3.800547421995998980e-45,6.158893363420832677e-46
5.109200000000000408e+00,3.740000000000000213e+00,3.818949976444938218e-45,6.189134951946668974e-46
5.128000000000000114e+00,3.740000000000000213e+00,3.836966200043380183e-45,6.218794117546332918e-46
5.146700000000000053e+00,3.740000000000000213e+00,3.854508579787232146e-45,6.247726302355196554e-46
5.165499999999999758e+00,3.740000000000000213e+00,3.871770083907097540e-45,6.276249652255062220e-46
5.184300000000000352e+00,3.740000000000000213e+00,3.888661338327136232e-45,6.304216767136417309e-46
5.203100000000000058e+00,3.740000000000000213e+00,3.905187849665700193e-45,6.331636555871904669e-46
5.221899999999999764e+00,3.740000000000000213e+00,3.921355178412882321e-45,6.358517987417456665e-46
5.240700000000000358e+00,3.740000000000000213e+00,3.937168930685586241e-45,6.384870078391013555e-46
5.259400000000000297e+00,3.740000000000000213e+00,3.952553395782589429e-45,6.410565838414962274e-46
5.278200000000000003e+00,3.740000000000000213e+00,3.967678762223815260e-45,6.435889125058231587e-46
5.296999999999999709e+00,3.740000000000000213e+00,3.982467536520428311e-45,6.460710242467482072e-46
5.315800000000000303e+00,3.740000000000000213e+00,3.996925431442223158e-45,6.485038284440859655e-46
5.334600000000000009e+00,3.740000000000000213e+00,4.011058169153558816e-45,6.508882338358782282e-46
5.353399999999999714e+00,3.740000000000000213e+00,4.024871474916678510e-45,6.532251475885813859e-46
5.372099999999999653e+00,3.740000000000000213e+00,4.038300084579383789e-45,6.555034134814887364e-46
5.390900000000000247e+00,3.740000000000000213e+00,4.051493308155384385e-45,6.577482954406267313e-46
5.409699999999999953e+00,3.740000000000000213e+00,4.064384205476424090e-45,6.599483844936558650e-46
5.428499999999999659e+00,3.740000000000000213e+00,4.076978457376354969e-45,6.621045732050990817e-46
5.447300000000000253e+00,3.740000000000000213e+00,4.089281720795195636e-45,6.642177486285123462e-46
