dm2,tan2theta,chi2
4.641588833612782467e-05,7.742636826811268858e-01,5.528810370148044058e+02
4.641588833612782467e-05,1.000000000000000000e+00,1.071827132704322366e+03
5.994842503189408905e-05,9.999999999999999167e-02,3.443485961232549926e+02
5.994842503189408905e-05,1.291549665014883885e-01,2.792452499742058762e+02
5.994842503189408905e-05,1.668100537200058742e-01,1.727738978795865421e+02
5.994842503189408905e-05,2.154434690031883370e-01,7.510023667532897207e+01
5.994842503189408905e-05,2.782559402207124277e-01,2.789490978899114992e+01
5.994842503189408905e-05,3.593813663804627523e-01,2.863383267802818821e+01
5.994842503189408905e-05,4.641588833612778631e-01,1.072845178742687011e+02
5.994842503189408905e-05,5.994842503189408145e-01,2.865691268117822688e+02
5.994842503189408905e-05,7.742636826811268858e-01,5.979848418638348448e+02
5.994842503189408905e-05,1.000000000000000000e+00,1.071511049731448793e+03
7.742636826811276894e-05,9.999999999999999167e-02,1.420697045769493627e+02
7.742636826811276894e-05,1.291549665014883885e-01,1.017622127956118874e+02
7.742636826811276894e-05,1.668100537200058742e-01,5.359756502212486140e+01
7.742636826811276894e-05,2.154434690031883370e-01,2.853188210632778876e+01
7.742636826811276894e-05,2.782559402207124277e-01,3.335591998845575290e+01
7.742636826811276894e-05,3.593813663804627523e-01,8.184159004349417899e+01
7.742636826811276894e-05,4.641588833612778631e-01,1.897750808050357705e+02
7.742636826811276894e-05,5.994842503189408145e-01,3.711187754349295460e+02
7.742636826811276894e-05,7.742636826811268858e-01,6.557162323321452959e+02
7.742636826811276894e-05,1.000000000000000000e+00,1.071794292346054817e+03
9.999999999999999124e-05,9.999999999999999167e-02,3.493339551922542796e+01
9.999999999999999124e-05,1.291549665014883885e-01,3.524625429516795094e+01
9.999999999999999124e-05,1.668100537200058742e-01,4.236099660816360313e+01
9.999999999999999124e-05,2.154434690031883370e-01,6.500210403081955235e+01
9.999999999999999124e-05,2.782559402207124277e-01,1.141379500646764171e+02
9.999999999999999124e-05,3.593813663804627523e-01,1.949768488423937072e+02
9.999999999999999124e-05,4.641588833612778631e-01,3.160207241366038602e+02
9.999999999999999124e-05,5.994842503189408145e-01,4.805019080817598365e+02
9.999999999999999124e-05,7.742636826811268858e-01,7.245310553450243560e+02
9.999999999999999124e-05,1.000000000000000000e+00,1.071602714621732957e+03
