E,flux_spectrum,lambda_B,lambda_hep
12.961,59823.36163000004,0.011281415000000008,0.075626
12.98,58446.4876,0.0110195,0.075395
12.998,57126.85694000005,0.010768490000000009,0.075163
13.017,55798.70552,0.010515860000000002,0.074929
13.036,54494.96659999998,0.010267879999999997,0.074695
13.055,53199.48855000004,0.010021475000000007,0.07446
13.073,51974.06386999999,0.009788414999999998,0.074224
13.092,50669.90755999995,0.00954035999999999,0.073987
13.111,49412.15336999991,0.009301144999999985,0.073749
13.13,48196.76667999994,0.00906999999999999,0.073511
13.149,46987.74298000008,0.008840070000000016,0.073271
13.167,45844.86140000001,0.008622740000000002,0.07303
13.186,44635.93481999997,0.008392829999999995,0.072789
13.205,43445.007859999976,0.008166349999999996,0.072547
13.224,42318.37764000003,0.007952120000000005,0.072303
13.243,41197.88991999999,0.007739059999999998,0.072059
13.261,40139.23932000003,0.007537780000000006,0.071814
13.28,39018.11372,0.0073246,0.071569
13.299,37904.45361000006,0.007112845000000013,0.071322
13.318,36864.50350000004,0.006915130000000007,0.071075
13.336,35888.08887999998,0.006729519999999997,0.070826
13.355,34860.171759999954,0.006534099999999991,0.070577
13.374,33826.15675999999,0.006337519999999998,0.070327
13.393,32808.198879999996,0.006143999999999998,0.070076
13.412,31840.640999999967,0.0059600799999999935,0.069825
13.43,30949.40236,0.0057907,0.069572
13.449,30010.992470000016,0.005612335000000003,0.069319
13.468,29065.907200000038,0.005432700000000007,0.069065
13.487,28131.130300000008,0.005255030000000002,0.06881
13.506,27246.280899999983,0.005086869999999997,0.068555
13.524,26441.373240000015,0.004933940000000003,0.068298
13.543,25594.570580000003,0.004773030000000001,0.068041
13.562,24742.72004000005,0.00461116000000001,0.067783
13.581,23870.683250000024,0.0044454450000000045,0.067525
13.599,23126.33694999998,0.004304054999999996,0.067265
13.618,22367.21189999996,0.004159849999999992,0.067005
13.637,21611.341849999993,0.004016264999999999,0.066745
13.656,20851.466039999985,0.003871919999999997,0.066483
13.675,20061.665229999962,0.003721874999999993,0.066221
13.693,19392.632789999992,0.003594834999999999,0.065958
13.712,18724.248720000014,0.0034679200000000024,0.065694
13.731,18057.62340000002,0.0033413400000000034,0.06543
13.75,17387.0002,0.003214,0.065165
13.768,16739.364119999962,0.0030910399999999924,0.064899
13.787,16086.399289999968,0.002967064999999994,0.064633
13.806,15506.034080000041,0.002856920000000008,0.064366
