dm2,tan2theta,chi2
3.593813663804625562e-05,7.742636826811268858e-01,4.491567198618942598e+02
3.593813663804625562e-05,1.000000000000000000e+00,1.071275289928837083e+03
4.641588833612782467e-05,9.999999999999999167e-02,1.332760788420997415e+03
4.641588833612782467e-05,1.291549665014883885e-01,1.128027481503783065e+03
4.641588833612782467e-05,1.668100537200058742e-01,8.773487114225615642e+02
4.641588833612782467e-05,2.154434690031883370e-01,5.534509467550068393e+02
4.641588833612782467e-05,2.782559402207124277e-01,3.144705128826495297e+02
4.641588833612782467e-05,3.593813663804627523e-01,1.026439372079701968e+02
4.641588833612782467e-05,4.641588833612778631e-01,1.435781638778250979e+01
4.641588833612782467e-05,5.994842503189408145e-01,1.119977213221818886e+02
4.641588833612782467e-05,7.742636826811268858e-01,4.512018885942543989e+02
4.641588833612782467e-05,1.000000000000000000e+00,1.071673830445494332e+03
5.994842503189408905e-05,9.999999999999999167e-02,1.190121498245532848e+03
5.994842503189408905e-05,1.291549665014883885e-01,1.114378321120097098e+03
5.994842503189408905e-05,1.668100537200058742e-01,8.656591640643684968e+02
5.994842503189408905e-05,2.154434690031883370e-01,5.508436412496148478e+02
5.994842503189408905e-05,2.782559402207124277e-01,3.008835784445951731e+02
5.994842503189408905e-05,3.593813663804627523e-01,1.024065253670436419e+02
5.994842503189408905e-05,4.641588833612778631e-01,1.420312136042635132e+01
5.994842503189408905e-05,5.994842503189408145e-01,1.150273059092591978e+02
5.994842503189408905e-05,7.742636826811268858e-01,4.532194061106661707e+02
5.994842503189408905e-05,1.000000000000000000e+00,1.070847842237170653e+03
7.742636826811276894e-05,9.999999999999999167e-02,1.154386876432265808e+03
7.742636826811276894e-05,1.291549665014883885e-01,1.075557517936363865e+03
7.742636826811276894e-05,1.668100537200058742e-01,8.166405682038202940e+02
7.742636826811276894e-05,2.154434690031883370e-01,5.663347696590371925e+02
7.742636826811276894e-05,2.782559402207124277e-01,2.965161191972762822e+02
7.742636826811276894e-05,3.593813663804627523e-01,9.892671122118726146e+01
7.742636826811276894e-05,4.641588833612778631e-01,1.456093927160520174e+01
7.742636826811276894e-05,5.994842503189408145e-01,1.178120362324142008e+02
7.742636826811276894e-05,7.742636826811268858e-01,4.581456327705673743e+02
7.742636826811276894e-05,1.000000000000000000e+00,1.071809354461605835e+03
9.999999999999999124e-05,9.999999999999999167e-02,1.139982608759729146e+03
9.999999999999999124e-05,1.291549665014883885e-01,1.013178103960126691e+03
9.999999999999999124e-05,1.668100537200058742e-01,7.482075350455395437e+02
9.999999999999999124e-05,2.154434690031883370e-01,5.380749595245632690e+02
9.999999999999999124e-05,2.782559402207124277e-01,2.844252236471871242e+02
9.999999999999999124e-05,3.593813663804627523e-01,8.527967806795531658e+01
9.999999999999999124e-05,4.641588833612778631e-01,1.658342059237548227e+01
9.999999999999999124e-05,5.994842503189408145e-01,1.260488863927794938e+02
9.999999999999999124e-05,7.742636826811268858e-01,4.670661424825611334e+02
9.999999999999999124e-05,1.000000000000000000e+00,1.071244235841595355e+03
