dm2,tan2theta,chi2
2.275845926074786477e-05,1.489132469883288623e-01,2.137730567639118817e+02
2.275845926074786477e-05,1.817188584784409922e-01,1.478081128871325234e+02
2.275845926074786477e-05,2.217515512860702975e-01,9.341112131312901568e+01
2.275845926074786477e-05,2.706034525503725474e-01,6.155523944290320770e+01
2.275845926074786477e-05,3.302174352670765312e-01,2.697224155425254466e+01
2.275845926074786477e-05,4.029643876552815307e-01,8.599215589439051399e+00
2.275845926074786477e-05,4.917375049777867324e-01,9.989745355034475693e+00
2.275845926074786477e-05,6.000673538641163596e-01,3.580968177689637599e+01
2.682695795279727390e-05,9.999999999999999167e-02,2.140606206209816946e+02
2.682695795279727390e-05,1.220300155651587587e-01,1.784575495269908743e+02
2.682695795279727390e-05,1.489132469883288623e-01,2.082442695283777425e+02
2.682695795279727390e-05,1.817188584784409922e-01,1.181140058189329523e+02
2.682695795279727390e-05,2.217515512860702975e-01,8.460821916442505142e+01
2.682695795279727390e-05,2.706034525503725474e-01,5.659179574490559617e+01
2.682695795279727390e-05,3.302174352670765312e-01,2.381552461342972293e+01
2.682695795279727390e-05,4.029643876552815307e-01,6.831017896708836190e+00
2.682695795279727390e-05,4.917375049777867324e-01,1.005371199979951768e+01
2.682695795279727390e-05,6.000673538641163596e-01,3.506332499318072138e+01
3.162277660168379530e-05,9.999999999999999167e-02,2.197271132074801869e+02
3.162277660168379530e-05,1.220300155651587587e-01,1.378203177440312857e+02
3.162277660168379530e-05,1.489132469883288623e-01,1.679250535332561185e+02
3.162277660168379530e-05,1.817188584784409922e-01,8.558247330903975580e+01
3.162277660168379530e-05,2.217515512860702975e-01,7.994216775257373797e+01
3.162277660168379530e-05,2.706034525503725474e-01,5.623154504086163286e+01
3.162277660168379530e-05,3.302174352670765312e-01,2.005677760750752725e+01
3.162277660168379530e-05,4.029643876552815307e-01,7.766025235448548614e+00
3.162277660168379530e-05,4.917375049777867324e-01,1.098816111140510010e+01
3.162277660168379530e-05,6.000673538641163596e-01,3.411184863498273501e+01
3.727593720314938141e-05,9.999999999999999167e-02,1.752060918560083849e+02
3.727593720314938141e-05,1.220300155651587587e-01,1.582494526329705309e+02
3.727593720314938141e-05,1.489132469883288623e-01,1.688576451249847992e+02
3.727593720314938141e-05,1.817188584784409922e-01,7.580656756128145446e+01
3.727593720314938141e-05,2.217515512860702975e-01,9.610849998552146189e+01
3.727593720314938141e-05,2.706034525503725474e-01,5.567905150404568815e+01
3.727593720314938141e-05,3.302174352670765312e-01,1.847638788384708519e+01
3.727593720314938141e-05,4.029643876552815307e-01,9.207448264113953229e+00
3.727593720314938141e-05,4.917375049777867324e-01,1.132509060242552223e+01
3.727593720314938141e-05,6.000673538641163596e-01,3.597769867675101807e+01
4.393970560760786573e-05,9.999999999999999167e-02,1.448896518145014625e+02
4.393970560760786573e-05,1.220300155651587587e-01,2.089292445775995759e+02
4.393970560760786573e-05,1.489132469883288623e-01,2.002631721812927594e+02
4.393970560760786573e-05,1.817188584784409922e-01,8.419148789904690489e+01
4.393970560760786573e-05,2.217515512860702975e-01,8.104869484475783281e+01
4.393970560760786573e-05,2.706034525503725474e-01,4.615456890153474490e+01
4.393970560760786573e-05,3.302174352670765312e-01,1.638364235855871698e+01
4.393970560760786573e-05,4.029643876552815307e-01,7.111010900022842307e+00
4.393970560760786573e-05,4.917375049777867324e-01,1.233621247260743736e+01
4.393970560760786573e-05,6.000673538641163596e-01,3.757271392578552849e+01
5.179474679231212499e-05,9.999999999999999167e-02,1.564195134460586587e+02
5.179474679231212499e-05,1.220300155651587587e-01,2.126635496494346569e+02
5.179474679231212499e-05,1.489132469883288623e-01,1.704585778807177689e+02
5.179474679231212499e-05,1.817188584784409922e-01,9.412620019122968529e+01
5.179474679231212499e-05,2.217515512860702975e-01,7.437413085261547963e+01
5.179474679231212499e-05,2.706034525503725474e-01,4.281683918545729028e+01
5.179474679231212499e-05,3.302174352670765312e-01,1.622370323927945890e+01
5.179474679231212499e-05,4.029643876552815307e-01,8.548453296997873707e+00
5.179474679231212499e-05,4.917375049777867324e-01,1.375940122580679947e+01
5.179474679231212499e-05,6.000673538641163596e-01,3.850150905315343408e+01
6.105402296585326076e-05,9.999999999999999167e-02,1.334883987786058981e+02
6.105402296585326076e-05,1.220300155651587587e-01,1.825671778430105405e+02
6.105402296585326076e-05,1.489132469883288623e-01,1.491550046638607512e+02
6.105402296585326076e-05,1.817188584784409922e-01,9.735392603082198093e+01
6.105402296585326076e-05,2.217515512860702975e-01,7.854508829710674433e+01
6.105402296585326076e-05,2.706034525503725474e-01,2.863491235114230449e+01
6.105402296585326076e-05,3.302174352670765312e-01,1.697188308269922885e+01
6.105402296585326076e-05,4.029643876552815307e-01,7.768082269978540566e+00
6.105402296585326076e-05,4.917375049777867324e-01,1.403574904675461710e+01
6.105402296585326076e-05,6.000673538641163596e-01,4.022669396868707992e+01
7.196856730011512730e-05,9.999999999999999167e-02,1.446821241688915904e+02
7.196856730011512730e-05,1.220300155651587587e-01,1.600661779503327011e+02
7.196856730011512730e-05,1.489132469883288623e-01,1.187716302953959797e+02
7.196856730011512730e-05,1.817188584784409922e-01,8.221549696935420570e+01
7.196856730011512730e-05,2.217515512860702975e-01,6.437595688977565089e+01
7.196856730011512730e-05,2.706034525503725474e-01,1.957084364042927049e+01
7.196856730011512730e-05,3.302174352670765312e-01,1.644585740305227617e+01
7.196856730011512730e-05,4.029643876552815307e-01,6.813244698603406313e+00
7.196856730011512730e-05,4.917375049777867324e-01,1.623061117694170363e+01
7.196856730011512730e-05,6.000673538641163596e-01,4.430027720791240853e+01
8.483428982440725232e-05,9.999999999999999167e-02,1.427297108858053321e+02
8.483428982440725232e-05,1.220300155651587587e-01,1.346957532584883666e+02
8.483428982440725232e-05,1.489132469883288623e-01,1.020382790878480677e+02
8.483428982440725232e-05,1.817188584784409922e-01,6.846573398382264486e+01
8.483428982440725232e-05,2.217515512860702975e-01,5.333910829968827727e+01
8.483428982440725232e-05,2.706034525503725474e-01,2.057205168299777398e+01
8.483428982440725232e-05,3.302174352670765312e-01,1.331205401833407720e+01
8.483428982440725232e-05,4.029643876552815307e-01,7.328328901306861098e+00
8.483428982440725232e-05,4.917375049777867324e-01,2.102098253062651878e+01
8.483428982440725232e-05,6.000673538641163596e-01,4.850988768281396091e+01
9.999999999999999124e-05,9.999999999999999167e-02,1.520221274110036234e+02
9.999999999999999124e-05,1.220300155651587587e-01,1.293855461058479932e+02
9.999999999999999124e-05,1.489132469883288623e-01,1.097778427860505275e+02
9.999999999999999124e-05,1.817188584784409922e-01,5.565394026127103899e+01
9.999999999999999124e-05,2.217515512860702975e-01,4.582449089376407869e+01
9.999999999999999124e-05,2.706034525503725474e-01,1.642304302945778360e+01
9.999999999999999124e-05,3.302174352670765312e-01,1.047999666438827582e+01
9.999999999999999124e-05,4.029643876552815307e-01,9.395459373649078572e+00
9.999999999999999124e-05,4.917375049777867324e-01,2.546517818772985464e+01
9.999999999999999124e-05,6.000673538641163596e-01,5.634871786512903213e+01
