dm2,tan2theta,chi2
3.162277660168379530e-05,1.489132469883288623e-01,1.767555739905266137e+02
3.162277660168379530e-05,1.817188584784409922e-01,9.136346421829286157e+01
3.162277660168379530e-05,2.217515512860702975e-01,8.609719754419468529e+01
3.162277660168379530e-05,2.706034525503725474e-01,6.158927901460694443e+01
3.162277660168379530e-05,3.302174352670765312e-01,2.259453469648385848e+01
3.162277660168379530e-05,4.029643876552815307e-01,8.682623263959744264e+00
3.162277660168379530e-05,4.917375049777867324e-01,1.010165398490583577e+01
3.162277660168379530e-05,6.000673538641163596e-01,3.208840515627310452e+01
3.727593720314938141e-05,9.999999999999999167e-02,1.844724340169976813e+02
3.727593720314938141e-05,1.220300155651587587e-01,1.690143514220716554e+02
3.727593720314938141e-05,1.489132469883288623e-01,1.816570525972282155e+02
3.727593720314938141e-05,1.817188584784409922e-01,8.354134879230778665e+01
3.727593720314938141e-05,2.217515512860702975e-01,1.051794929033998756e+02
3.727593720314938141e-05,2.706034525503725474e-01,6.249300542549288906e+01
3.727593720314938141e-05,3.302174352670765312e-01,2.162781284667123316e+01
3.727593720314938141e-05,4.029643876552815307e-01,1.045289238902920559e+01
3.727593720314938141e-05,4.917375049777867324e-01,9.963104005349853409e+00
3.727593720314938141e-05,6.000673538641163596e-01,3.316059890231862539e+01
4.393970560760786573e-05,9.999999999999999167e-02,1.569129630532823398e+02
4.393970560760786573e-05,1.220300155651587587e-01,2.260585429661039143e+02
4.393970560760786573e-05,1.489132469883288623e-01,2.187118528911821045e+02
4.393970560760786573e-05,1.817188584784409922e-01,9.550069045619504493e+01
4.393970560760786573e-05,2.217515512860702975e-01,9.231948687515294694e+01
4.393970560760786573e-05,2.706034525503725474e-01,5.437611275060957183e+01
4.393970560760786573e-05,3.302174352670765312e-01,2.067990929347952900e+01
4.393970560760786573e-05,4.029643876552815307e-01,8.756899995928000280e+00
4.393970560760786573e-05,4.917375049777867324e-01,1.042955237310473038e+01
4.393970560760786573e-05,6.000673538641163596e-01,3.377742072112760496e+01
5.179474679231212499e-05,9.999999999999999167e-02,1.732091024596967941e+02
5.179474679231212499e-05,1.220300155651587587e-01,2.356634558515062565e+02
5.179474679231212499e-05,1.489132469883288623e-01,1.930689493822932832e+02
5.179474679231212499e-05,1.817188584784409922e-01,1.109437248809684746e+02
5.179474679231212499e-05,2.217515512860702975e-01,8.989330291550979268e+01
5.179474679231212499e-05,2.706034525503725474e-01,5.286549109840301242e+01
5.179474679231212499e-05,3.302174352670765312e-01,2.232747027445864063e+01
5.179474679231212499e-05,4.029643876552815307e-01,1.066215676057274209e+01
5.179474679231212499e-05,4.917375049777867324e-01,1.090892913345924242e+01
5.179474679231212499e-05,6.000673538641163596e-01,3.322192413871556482e+01
6.105402296585326076e-05,9.999999999999999167e-02,1.552797032104099344e+02
6.105402296585326076e-05,1.220300155651587587e-01,2.114146433479758969e+02
6.105402296585326076e-05,1.489132469883288623e-01,1.774274932818771049e+02
6.105402296585326076e-05,1.817188584784409922e-01,1.199561291674471590e+02
6.105402296585326076e-05,2.217515512860702975e-01,9.990871329926302735e+01
6.105402296585326076e-05,2.706034525503725474e-01,3.934541859840639688e+01
6.105402296585326076e-05,3.302174352670765312e-01,2.580134155342729230e+01
6.105402296585326076e-05,4.029643876552815307e-01,9.805676304026000878e+00
6.105402296585326076e-05,4.917375049777867324e-01,9.965123933720690275e+00
6.105402296585326076e-05,6.000673538641163596e-01,3.301626645331611343e+01
7.196856730011512730e-05,9.999999999999999167e-02,1.761712839809567299e+02
7.196856730011512730e-05,1.220300155651587587e-01,1.968795432810988473e+02
7.196856730011512730e-05,1.489132469883288623e-01,1.528969063518200926e+02
7.196856730011512730e-05,1.817188584784409922e-01,1.106137927543069281e+02
7.196856730011512730e-05,2.217515512860702975e-01,9.095362995317954358e+01
7.196856730011512730e-05,2.706034525503725474e-01,3.277169322563098319e+01
7.196856730011512730e-05,3.302174352670765312e-01,2.771393935416907794e+01
7.196856730011512730e-05,4.029643876552815307e-01,8.497484968338373079e+00
7.196856730011512730e-05,4.917375049777867324e-01,1.039791924003658785e+01
7.196856730011512730e-05,6.000673538641163596e-01,3.425372686580524828e+01
8.483428982440725232e-05,9.999999999999999167e-02,1.863971295665476191e+02
8.483428982440725232e-05,1.220300155651587587e-01,1.815795851312548166e+02
8.483428982440725232e-05,1.489132469883288623e-01,1.477030597543461568e+02
8.483428982440725232e-05,1.817188584784409922e-01,1.034243470341955202e+02
8.483428982440725232e-05,2.217515512860702975e-01,8.685502387296949678e+01
8.483428982440725232e-05,2.706034525503725474e-01,3.974931082300065555e+01
8.483428982440725232e-05,3.302174352670765312e-01,2.578125231475240753e+01
8.483428982440725232e-05,4.029643876552815307e-01,8.952030822911293484e+00
8.483428982440725232e-05,4.917375049777867324e-01,1.199510683724238014e+01
8.483428982440725232e-05,6.000673538641163596e-01,3.453715725665088598e+01
9.999999999999999124e-05,9.999999999999999167e-02,2.113178236786728803e+02
9.999999999999999124e-05,1.220300155651587587e-01,1.925207178599811755e+02
9.999999999999999124e-05,1.489132469883288623e-01,1.748087660980024509e+02
9.999999999999999124e-05,1.817188584784409922e-01,9.939170812832466595e+01
9.999999999999999124e-05,2.217515512860702975e-01,8.907500329675444561e+01
9.999999999999999124e-05,2.706034525503725474e-01,4.034699381671472906e+01
9.999999999999999124e-05,3.302174352670765312e-01,2.301391083855861552e+01
9.999999999999999124e-05,4.029643876552815307e-01,8.401091389201830850e+00
9.999999999999999124e-05,4.917375049777867324e-01,1.210434466138704401e+01
9.999999999999999124e-05,6.000673538641163596e-01,3.710514338094088060e+01
