dm2,tan2theta,chi2
9.999999999999999e-06,0.3,2326.4081323064315
9.999999999999999e-06,0.3333333333333333,2372.243354701539
9.999999999999999e-06,0.36666666666666664,2652.8126703925536
9.999999999999999e-06,0.4,2624.992354864565
9.999999999999999e-06,0.43333333333333335,2410.714981371077
9.999999999999999e-06,0.4666666666666667,2297.739682930944
9.999999999999999e-06,0.5,2118.9365606534693
9.999999999999999e-06,0.5333333333333333,2450.230410956135
9.999999999999999e-06,0.5666666666666667,2795.04180048129
9.999999999999999e-06,0.6,2455.524661148909
1.2915496650148827e-05,0.3,2519.0241987828604
1.2915496650148827e-05,0.3333333333333333,2108.1848845326977
1.2915496650148827e-05,0.36666666666666664,2026.2897973367901
1.2915496650148827e-05,0.4,2590.725040940312
1.2915496650148827e-05,0.43333333333333335,2680.4304827979736
1.2915496650148827e-05,0.4666666666666667,2389.099728384566
1.2915496650148827e-05,0.5,2749.1228904974346
1.2915496650148827e-05,0.5333333333333333,2847.016519720136
1.2915496650148827e-05,0.5666666666666667,2378.156047056954
1.2915496650148827e-05,0.6,2789.2133892854295
1.6681005372000593e-05,0.3,2267.3533376221576
1.6681005372000593e-05,0.3333333333333333,2348.5693004562977
1.6681005372000593e-05,0.36666666666666664,2120.8869339719754
1.6681005372000593e-05,0.4,2458.494440666922
1.6681005372000593e-05,0.43333333333333335,2319.3475140227906
1.6681005372000593e-05,0.4666666666666667,2747.8452304564034
1.6681005372000593e-05,0.5,2798.5860200090547
1.6681005372000593e-05,0.5333333333333333,2522.2223825473243
1.6681005372000593e-05,0.5666666666666667,3095.724771199449
1.6681005372000593e-05,0.6,2734.882489369573
2.154434690031882e-05,0.3,2016.0710403658481
2.154434690031882e-05,0.3333333333333333,2174.3261060465447
2.154434690031882e-05,0.36666666666666664,2309.0821196493084
2.154434690031882e-05,0.4,2432.4593755474643
2.154434690031882e-05,0.43333333333333335,2704.3501128378075
2.154434690031882e-05,0.4666666666666667,2366.379790415596
2.154434690031882e-05,0.5,2755.114080978331
2.154434690031882e-05,0.5333333333333333,2839.336809510134
2.154434690031882e-05,0.5666666666666667,2931.19377891357
2.154434690031882e-05,0.6,2903.6894244664254
2.7825594022071256e-05,0.3,2247.89735109339
2.7825594022071256e-05,0.3333333333333333,2806.6455578922737
2.7825594022071256e-05,0.36666666666666664,2424.4849503114156
2.7825594022071256e-05,0.4,2486.8789676069364
2.7825594022071256e-05,0.43333333333333335,2949.2978960784344
2.7825594022071256e-05,0.4666666666666667,2685.3083669947496
2.7825594022071256e-05,0.5,2706.1988770793123
2.7825594022071256e-05,0.5333333333333333,3214.8959637425833
2.7825594022071256e-05,0.5666666666666667,2865.2979744941968
2.7825594022071256e-05,0.6,3048.050073550281
3.5938136638046256e-05,0.3,2515.320759212237
3.5938136638046256e-05,0.3333333333333333,2569.8522988728414
3.5938136638046256e-05,0.36666666666666664,2454.1791461463463
3.5938136638046256e-05,0.4,2502.1719091970594
3.5938136638046256e-05,0.43333333333333335,2726.3789370812024
3.5938136638046256e-05,0.4666666666666667,2689.2586904152718
3.5938136638046256e-05,0.5,3132.2121989268503
3.5938136638046256e-05,0.5333333333333333,2996.6832684871783
3.5938136638046256e-05,0.5666666666666667,3092.3966904733907
3.5938136638046256e-05,0.6,3183.3540480065335
4.6415888336127825e-05,0.3,2671.5461114443306
4.6415888336127825e-05,0.3333333333333333,2650.061528634459
4.6415888336127825e-05,0.36666666666666664,2562.481451075415
4.6415888336127825e-05,0.4,3128.7306812220622
4.6415888336127825e-05,0.43333333333333335,2866.175793961973
4.6415888336127825e-05,0.4666666666666667,3174.2925525149462
4.6415888336127825e-05,0.5,3185.5966188598923
4.6415888336127825e-05,0.5333333333333333,3248.6524991043625
4.6415888336127825e-05,0.5666666666666667,3459.049402367975
4.6415888336127825e-05,0.6,3607.495152979429
5.994842503189409e-05,0.3,2774.9844683901297
5.994842503189409e-05,0.3333333333333333,2571.121817973245
5.994842503189409e-05,0.36666666666666664,2599.5846228858627
5.994842503189409e-05,0.4,2571.7612039249634
5.994842503189409e-05,0.43333333333333335,3232.77194642276
5.994842503189409e-05,0.4666666666666667,2839.4364829718215
5.994842503189409e-05,0.5,3275.4804034854837
5.994842503189409e-05,0.5333333333333333,3734.9373142639315
5.994842503189409e-05,0.5666666666666667,3276.564124722212
5.994842503189409e-05,0.6,3141.1937138911276
7.742636826811277e-05,0.3,2540.916201500691
7.742636826811277e-05,0.3333333333333333,2814.607720300283
7.742636826811277e-05,0.36666666666666664,2627.264301425984
7.742636826811277e-05,0.4,2733.8082744228814
7.742636826811277e-05,0.43333333333333335,3505.850507477871
7.742636826811277e-05,0.4666666666666667,3118.2946093811565
7.742636826811277e-05,0.5,3686.3898761048777
7.742636826811277e-05,0.5333333333333333,3708.853354938073
7.742636826811277e-05,0.5666666666666667,3652.0276110841783
7.742636826811277e-05,0.6,3568.4248212995344
9.999999999999999e-05,0.3,2753.806813891175
9.999999999999999e-05,0.3333333333333333,2844.633335304888
9.999999999999999e-05,0.36666666666666664,3230.066973462755
9.999999999999999e-05,0.4,3872.1133588388407
9.999999999999999e-05,0.43333333333333335,3237.8594566186553
9.999999999999999e-05,0.4666666666666667,3186.903937769649
9.999999999999999e-05,0.5,4403.352011021837
9.999999999999999e-05,0.5333333333333333,4018.578444219354
9.999999999999999e-05,0.5666666666666667,4007.30526292448
9.999999999999999e-05,0.6,3749.4336293039487
