dm2,tan2theta,chi2
1e-05,0.1,423.70578630811383
1e-05,0.1291549665014884,309.0090691539313
1e-05,0.16681005372000587,325.2939745501061
1e-05,0.21544346900318834,326.447481946854
1e-05,0.2782559402207124,257.33002637615294
1e-05,0.35938136638046275,293.6532934197202
1e-05,0.46415888336127786,229.02700669309894
1e-05,0.5994842503189409,254.39020901673737
1e-05,0.774263682681127,278.56705840762015
1e-05,1.0,407.8097211791876
1.3894954943731388e-05,0.1,226.65424754289822
1.3894954943731388e-05,0.1291549665014884,147.66814082016367
1.3894954943731388e-05,0.16681005372000587,215.48565858210867
1.3894954943731388e-05,0.21544346900318834,145.2287610619342
1.3894954943731388e-05,0.2782559402207124,154.99772196288177
1.3894954943731388e-05,0.35938136638046275,163.56475312716495
1.3894954943731388e-05,0.46415888336127786,312.7782625898834
1.3894954943731388e-05,0.5994842503189409,186.40677636876364
1.3894954943731388e-05,0.774263682681127,205.03280483502778
1.3894954943731388e-05,1.0,396.91514347827473
1.9306977288832496e-05,0.1,170.87918248938402
1.9306977288832496e-05,0.1291549665014884,143.05100701491904
1.9306977288832496e-05,0.16681005372000587,174.8219750874889
1.9306977288832496e-05,0.21544346900318834,142.16848584229973
1.9306977288832496e-05,0.2782559402207124,191.4543393835266
1.9306977288832496e-05,0.35938136638046275,186.89233881500016
1.9306977288832496e-05,0.46415888336127786,254.45152541253304
1.9306977288832496e-05,0.5994842503189409,275.9803758671439
1.9306977288832496e-05,0.774263682681127,208.6809576811345
1.9306977288832496e-05,1.0,315.79694845063034
2.6826957952797274e-05,0.1,100.61552629006063
2.6826957952797274e-05,0.1291549665014884,209.44451608626653
2.6826957952797274e-05,0.16681005372000587,172.322144785764
2.6826957952797274e-05,0.21544346900318834,149.6850250255163
2.6826957952797274e-05,0.2782559402207124,209.09200707520685
2.6826957952797274e-05,0.35938136638046275,211.7720425353274
2.6826957952797274e-05,0.46415888336127786,252.42701935537113
2.6826957952797274e-05,0.5994842503189409,250.89919602275995
2.6826957952797274e-05,0.774263682681127,269.48752738469585
2.6826957952797274e-05,1.0,317.1849408675549
3.727593720314938e-05,0.1,188.32432156214986
3.727593720314938e-05,0.1291549665014884,191.7832092647507
3.727593720314938e-05,0.16681005372000587,224.82789676623992
3.727593720314938e-05,0.21544346900318834,238.52496049533502
3.727593720314938e-05,0.2782559402207124,255.38928011195077
3.727593720314938e-05,0.35938136638046275,241.57117752320156
3.727593720314938e-05,0.46415888336127786,245.96900591617734
3.727593720314938e-05,0.5994842503189409,291.4003317395564
3.727593720314938e-05,0.774263682681127,273.5998559616291
3.727593720314938e-05,1.0,312.78066586791766
5.1794746792312125e-05,0.1,219.78028704816765
5.1794746792312125e-05,0.1291549665014884,288.78548178057054
5.1794746792312125e-05,0.16681005372000587,289.18090266495904
5.1794746792312125e-05,0.21544346900318834,300.82895899951376
5.1794746792312125e-05,0.2782559402207124,295.96951364367385
5.1794746792312125e-05,0.35938136638046275,293.2542308928573
5.1794746792312125e-05,0.46415888336127786,302.4206779515754
5.1794746792312125e-05,0.5994842503189409,290.2999223264741
5.1794746792312125e-05,0.774263682681127,324.180131083189
5.1794746792312125e-05,1.0,316.5779257555054
7.196856730011514e-05,0.1,266.70604643754535
7.196856730011514e-05,0.1291549665014884,289.20673445479605
7.196856730011514e-05,0.16681005372000587,304.2703265922455
7.196856730011514e-05,0.21544346900318834,309.39025923762813
7.196856730011514e-05,0.2782559402207124,310.13846236548164
7.196856730011514e-05,0.35938136638046275,312.396909881992
7.196856730011514e-05,0.46415888336127786,311.34398757257736
7.196856730011514e-05,0.5994842503189409,309.1647044370929
7.196856730011514e-05,0.774263682681127,318.12229509763836
7.196856730011514e-05,1.0,318.12431832033457
0.0001,0.1,282.2669709522225
0.0001,0.1291549665014884,301.4722451297968
0.0001,0.16681005372000587,311.99247296862393
0.0001,0.21544346900318834,314.6330056742288
0.0001,0.2782559402207124,316.69869281093725
0.0001,0.35938136638046275,316.76664202578917
0.0001,0.46415888336127786,317.9452429000275
0.0001,0.5994842503189409,318.6610904737487
0.0001,0.774263682681127,317.572973190891
0.0001,1.0,320.03600067193565
