beta,min_chi2,best_dm2,best_tan2theta
0.0,4.036531703129032,0.00011288378916846884,0.33598182862837817
0.02,4.764032899710492,0.00011288378916846884,0.33598182862837817
0.04,2.945392084900236,8.858667904100833e-05,0.33598182862837817
0.06,5.603610009126549,8.858667904100833e-05,0.33598182862837817
