0.0, 0.1344, 0.0034 
10.0, 0.1233, 0.0033
20.0, 0.1111, 0.0030
30.0, 0.1013, 0.0032
40.0, 0.0973, 0.0027
50.0, 0.0900, 0.0026
60.0, 0.0925, 0.0028
70.0, 0.0958, 0.0028
80.0, 0.0956, 0.0029
90.0, 0.1064, 0.0030
100.0, 0.1147, 0.0031
110.0, 0.1211, 0.0032
120.0, 0.1249, 0.0032
130.0, 0.1332, 0.0032
140.0, 0.1402, 0.0032
150.0, 0.1439, 0.0033
160.0, 0.1487, 0.0034
170.0, 0.1367, 0.0034
