energy,sigma_m2,results,lambda,error1,error2,rate,T_e
1.14,3.730817266454404e-35,0.3427746258699165,0.0163168,0.0172581,0.0154474,0.27119418607493445,1.14
1.16,3.799622415417432e-35,0.3399684344593083,0.0168097,0.0177736,0.0159178,0.2822095720190562,1.16
1.18,3.867880230474537e-35,0.3372609491734783,0.0173072,0.0182931,0.0163925,0.2934260240240034,1.18
1.2,3.9355895778811086e-35,0.3346455905234608,0.0178087,0.0188155,0.0168714,0.30483151719089513,1.2
1.22,4.002746282074161e-35,0.3321359875946824,0.018314,0.0193455,0.017354,0.31643895995844673,1.22
1.24,4.0693531434323664e-35,0.3296972761771739,0.0188261,0.0198808,0.0178418,0.3282720002920804,1.24
1.26,4.135413344084665e-35,0.3273555402487514,0.0193423,0.0204201,0.0183353,0.34031373392923514,1.26
1.28,4.2009320894574897e-35,0.3251060886325482,0.0198625,0.020963,0.0188328,0.3525635538767378,1.28
1.3,4.2659187452584986e-35,0.3229165917320796,0.0203864,0.0215083,0.019334,0.36498601255738233,1.3
1.32,4.330379642547057e-35,0.3208276165870034,0.020914,0.0220612,0.0198385,0.3776309333954721,1.32
1.34,4.3943639699706855e-35,0.3188005603195457,0.0214469,0.0226181,0.0203481,0.3904922050782791,1.34
1.36,4.457813095932945e-35,0.3168405598205696,0.0219835,0.0231785,0.0208625,0.40354521904686264,1.36
1.38,4.5207376206862266e-35,0.3149571022093828,0.0225234,0.0237423,0.0213805,0.41679970067616773,1.38
1.4,4.5832335583078715e-35,0.3131504434170313,0.0230663,0.0243083,0.021902,0.43026468051988215,1.4
1.42,4.6452820098090634e-35,0.3113984943314656,0.0236128,0.0248808,0.0224262,0.4439242019619335,1.42
1.44,4.706904526173649e-35,0.309703352229344,0.0241649,0.0254564,0.0229554,0.45782450939302477,1.44
1.46,4.768124638071439e-35,0.3080774101259266,0.0247203,0.0260352,0.0234883,0.4719477629934928,1.46
1.48,4.828967820257104e-35,0.3065116580406427,0.0252787,0.0266168,0.0240244,0.4862826620884115,1.48
1.5,4.889723982289648e-35,0.3049941563578978,0.0258395,0.0272007,0.0245636,0.5008327378959568,1.5
1.52,4.949634931924742e-35,0.3035211241723939,0.026404,0.0277896,0.0251052,0.5155425972862289,1.52
1.54,5.009518788072578e-35,0.3021203723062423,0.0269731,0.0283813,0.0256513,0.5305662548052009,1.54
1.56,5.069147666587575e-35,0.3007564241035793,0.027545,0.0289755,0.0262003,0.5457897469136398,1.56
1.58,4.762830998206741e-35,0.2994373039671749,0.0281195,0.0295717,0.0267521,0.521208404944626,1.58
1.6,5.187769678558133e-35,0.2981648755163595,0.0286963,0.0301698,0.0273063,0.5768937217960651,1.6
1.62,5.24683760610994e-35,0.2969370325402321,0.0292763,0.0307739,0.0278624,0.5928037148059908,1.62
1.64,5.305794329241759e-35,0.2957510024574737,0.0298599,0.0313803,0.0284235,0.608972563549182,1.64
1.66,5.364679498282535e-35,0.2946094999368829,0.030446,0.0319888,0.0289872,0.6253937143992799,1.66
1.68,5.423533746803502e-35,0.2934917101224916,0.0310342,0.032599,0.0295533,0.6420243224666682,1.68
1.7,5.482400247076655e-35,0.2924290207045174,0.0316243,0.0332111,0.0301215,0.6589384810734124,1.7
1.72,5.541319113885901e-35,0.2913848216960182,0.0322174,0.033828,0.0306914,0.6760881387026267,1.72
1.74,5.60033414785908e-35,0.2903908590407144,0.0328133,0.0344467,0.0312656,0.6935528038975933,1.74
1.76,5.659606921575572e-35,0.2894159660618972,0.033411,0.0350672,0.031842,0.7112642334156618,1.76
1.78,5.695981572822288e-35,0.2884801448685015,0.0340105,0.0356888,0.0324204,0.726323775787987,1.78
1.8,5.778392989107215e-35,0.2875826767172291,0.0346108,0.0363124,0.0330007,0.7475051262525009,1.8
1.82,5.838230697874233e-35,0.2867054681258785,0.0352152,0.0369403,0.0335826,0.7660905909082496,1.82
1.84,5.89843460456554e-35,0.2858477993586182,0.035822,0.0375696,0.0341678,0.7849720482414155,1.84
1.86,5.958950303548818e-35,0.2850267594788745,0.0364304,0.0382003,0.0347548,0.8041777993180045,1.86
1.88,6.019868904952574e-35,0.2842301121444928,0.0370401,0.0388318,0.0353435,0.8236866204949749,1.88
1.9,6.081233573670873e-35,0.2834678075570848,0.0376503,0.0394653,0.0359336,0.8435223832103551,1.9
1.92,6.143032285396426e-35,0.282722742528887,0.0382645,0.040102,0.0365253,0.8637187083189727,1.92
1.94,6.205417413445818e-35,0.2819893119015131,0.0388802,0.0407399,0.0371195,0.8842292540143029,1.94
1.96,6.268375018833651e-35,0.2812968049131038,0.0394971,0.0413787,0.0377151,0.9051440918196807,1.96
1.98,6.331945804923268e-35,0.2806153421966797,0.040115,0.0420177,0.038312,0.9263777986165356,1.98
2.0,6.396169263865338e-35,0.2799537783212157,0.040733,0.042659,0.0389098,0.9479499750785281,2.0
2.02,6.461083862330905e-35,0.2793087607340289,0.0413551,0.0433028,0.0395089,0.9699553710161203,2.02
2.04,6.526726984946951e-35,0.2786833691321717,0.0419782,0.0439474,0.0401109,0.9923458367563558,2.04
2.06,6.593134857185974e-35,0.2780855188978586,0.0426021,0.0445924,0.040714,1.0151590281132068,2.06
2.08,6.660342510442875e-35,0.2775048040201746,0.0432267,0.0452374,0.0413181,1.0383694262710133,2.08
2.1,6.728385984101808e-35,0.2769375093097886,0.0438513,0.0458847,0.0419227,1.0619593505863147,2.1
2.12,6.77929556506792e-35,0.2763845641976608,0.0444793,0.0465337,0.0425287,1.0831510824569743,2.12
2.14,6.86709692074385e-35,0.2758520744008143,0.0451079,0.0471831,0.0431367,1.1105414711179615,2.14
2.16,6.937827583892165e-35,0.2753198691514845,0.0457371,0.0478326,0.0437456,1.135435379625399,2.16
2.18,7.009513256494486e-35,0.2748204157717314,0.0463664,0.0484813,0.044355,1.1608416243866637,2.18
2.2,7.082180829025757e-35,0.2743309479323078,0.0469959,0.0491331,0.0449646,1.1866824717881368,2.2
2.22,7.156247589470967e-35,0.2738465799810588,0.0476281,0.0497859,0.0455756,1.2130778614795623,2.22
2.24,7.230992973383444e-35,0.2733881443926315,0.0482606,0.0504388,0.0461883,1.2399468644806704,2.24
2.26,7.306322349667341e-35,0.272929934797267,0.0488934,0.0510914,0.0468014,1.267164449495455,2.26
2.28,7.383157731498464e-35,0.272496215387679,0.049526,0.0517428,0.0474149,1.2949965631474303,2.28
2.3,7.455720490628272e-35,0.2720673855409452,0.0501587,0.0523976,0.0480282,1.3223460264125486,2.3
2.32,7.540131263344817e-35,0.271646761696209,0.0507935,0.0530523,0.0486429,1.352148277058596,2.32
2.34,7.620304608741924e-35,0.2712541640772236,0.0514283,0.0537068,0.0492587,1.3816042335244876,2.34
2.36,7.701625550603258e-35,0.2708486785329397,0.052063,0.0543606,0.0498745,1.4114680477769916,2.36
2.38,7.784104701408283e-35,0.2704663195754785,0.0526972,0.0550131,0.0504904,1.4419232390066172,2.38
2.4,7.86775637433387e-35,0.2700931586841003,0.0533315,0.0556687,0.0511057,1.472926334998117,2.4
2.42,7.95259207012711e-35,0.2697273307077741,0.0539677,0.0563239,0.0517226,1.5045281259685621,2.42
2.44,8.038622008467337e-35,0.2693833007358416,0.0546036,0.0569785,0.0523399,1.5367608756574156,2.44
2.46,8.125855159135357e-35,0.269029906327644,0.0552391,0.0576322,0.0529572,1.5694553773138773,2.46
2.48,8.21429927483356e-35,0.2687035412798644,0.0558737,0.0582845,0.053574,1.602817532466712,2.48
2.5,8.303960925414331e-35,0.2683731109176439,0.0565085,0.0589393,0.0541898,1.6367065392517828,2.5
2.52,8.394845873182605e-35,0.2680525998848643,0.0571444,0.0595935,0.0548076,1.6712413366361787,2.52
2.54,8.486957765155918e-35,0.2677439237728655,0.0577798,0.0602467,0.0554251,1.7063984180139873,2.54
2.56,8.580300161803415e-35,0.2674351579436148,0.0584143,0.0608987,0.0560422,1.7420992714887995,2.56
2.58,8.674875264053544e-35,0.2671333815849789,0.0590476,0.0615494,0.0566587,1.778387478724746,2.58
2.6,8.770684296121825e-35,0.2668502796641051,0.0596814,0.0622021,0.0572738,1.8154023119237315,2.6
2.62,8.708405996699121e-35,0.2665704233780426,0.0603158,0.0628539,0.057891,1.819761461409515,2.62
2.64,8.966004081535453e-35,0.2662887177266301,0.0609492,0.0635044,0.0585076,1.8912652771918625,2.64
2.66,8.693695384884238e-35,0.266018280733155,0.0615816,0.0641533,0.0591235,1.850970984053435,2.66
2.68,9.166250662992031e-35,0.2657589490105183,0.0622124,0.0648011,0.0597384,1.9696511940852501,2.68
2.7,9.268214995223671e-35,0.2655085457573088,0.0628439,0.0654505,0.0603522,2.009881595833312,2.7
2.72,9.371401633831413e-35,0.2652506176566673,0.0634753,0.0660985,0.0609673,2.0506826543996266,2.72
2.74,9.475805862911303e-35,0.2650075268681111,0.0641055,0.0667451,0.0615815,2.0921961397751905,2.74
2.76,9.581496808560183e-35,0.2647665502514467,0.0647345,0.0673899,0.0621947,2.134346936393314,2.76
2.78,9.688321094827084e-35,0.2645417598650858,0.0653613,0.0680337,0.0628067,2.1771892675009386,2.78
2.8,9.796344596013895e-35,0.2643088168679279,0.0659893,0.068678,0.0634175,2.220659471975151,2.8
2.82,9.905560016314302e-35,0.2640820805552691,0.0666166,0.0693207,0.0640292,2.2648172844069583,2.82
2.84,1.0015959503604724e-34,0.2638644942321931,0.0672425,0.0699617,0.0646399,2.3096709274012865,2.84
2.86,1.0127534682244762e-34,0.2636559299550832,0.0678667,0.0706005,0.0652493,2.355216070163136,2.86
2.88,1.0240334319516622e-34,0.263451827186593,0.0684884,0.0712385,0.0658573,2.401403348624427,2.88
2.9,1.0354384020331676e-34,0.2632395568440706,0.0691119,0.0718765,0.0664641,2.448279479527268,2.9
2.92,1.046914053401441e-34,0.2630421591815224,0.0697339,0.0725126,0.0670714,2.4958189969864275,2.92
2.94,1.0585325313709316e-34,0.2628484964506418,0.0703543,0.0731467,0.0676774,2.5440936496848714,2.94
2.96,1.070264048283203e-34,0.2626606403153265,0.0709729,0.0737782,0.0682819,2.593052011056635,2.96
2.98,1.0787839713094832e-34,0.2624649161931658,0.0715891,0.0744094,0.0688846,2.6344222632199363,2.98
3.0,1.0940602545953467e-34,0.2622864711166503,0.0722061,0.0750399,0.0694862,2.6929219148186045,3.0
3.02,1.1061229890819182e-34,0.2621127477475085,0.0728214,0.0756683,0.0700879,2.743995070119825,3.02
3.04,1.1182939189081202e-34,0.2619396395922659,0.0734348,0.0762945,0.0706881,2.795708238742472,3.04
3.06,1.130571843561323e-34,0.2617671379049618,0.0740461,0.0769178,0.0712866,2.8480540044176688,3.06
3.08,1.1429555401871703e-34,0.2615949141909648,0.0746552,0.077541,0.071883,2.9010247749864213,3.08
3.1,1.1554437657661855e-34,0.2614260710786395,0.0752646,0.0781626,0.0724785,2.9547531788288386,3.1
3.12,1.1680352592002667e-34,0.2612718755419103,0.075872,0.0787819,0.0730736,3.009282011409798,3.12
3.14,1.180728743311315e-34,0.2611182588668485,0.0764774,0.0793987,0.0736671,3.0644548897572053,3.14
3.16,1.193522926752247e-34,0.2609539872368308,0.0770804,0.0800119,0.0742586,3.120120763706913,3.16
3.18,1.2064165080435124e-34,0.2608141665770476,0.0776811,0.0806261,0.0748478,3.176702582901312,3.18
3.2,1.2194081681893768e-34,0.2606569039090209,0.0782819,0.0812382,0.0754362,3.2337945975469835,3.2
3.22,1.2324965864389587e-34,0.2605134940287901,0.0788806,0.0818477,0.0760235,3.2916897504563303,3.22
3.24,1.2456804322130062e-34,0.2603789704841286,0.079477,0.0824546,0.0766089,3.3503235832670466,3.24
3.26,1.224720854943077e-34,0.2602360869682595,0.0800707,0.0830579,0.0771921,3.316736724358834,3.26
3.28,1.272329056209063e-34,0.2600944379868689,0.0806624,0.0836617,0.0777727,3.4692403668909115,3.28
3.3,1.2857911863131267e-34,0.2599580983379215,0.0812534,0.0842629,0.0783528,3.52978358897972,3.3
3.32,1.2993433415572641e-34,0.2598264438362258,0.081842,0.0848613,0.0789313,3.5910069805408087,3.32
3.34,1.312984211208773e-34,0.2596993063955705,0.0824281,0.0854567,0.0795076,3.652904544760931,3.34
3.36,1.3267124496422971e-34,0.2595769785208979,0.0830112,0.0860486,0.0800816,3.7154584626034897,3.36
3.38,1.3405267129247187e-34,0.2594579077305844,0.0835925,0.0866408,0.0806526,3.778700221976451,3.38
3.4,1.3544256598431942e-34,0.259332312157105,0.084173,0.0872301,0.0812235,3.8425307547135086,3.4
3.42,1.368407952873996e-34,0.259204965248868,0.0847509,0.0878164,0.0817923,3.9069330202889994,3.42
3.44,1.3810829033165706e-34,0.259097916099722,0.0853262,0.0883995,0.0823588,3.968248080415331,3.44
3.46,1.3952239835049374e-34,0.2589776319358959,0.0858983,0.0889793,0.0829227,4.033884863678862,3.46
3.48,1.4108416074940556e-34,0.258866191614833,0.0864687,0.089559,0.0834835,4.1043582781565515,3.48
3.5,1.4251442877904522e-34,0.2587540740449523,0.0870375,0.0901357,0.084044,4.1714321307959334,3.5
3.52,1.439523476397589e-34,0.2586507227536978,0.0876036,0.0907092,0.0846021,4.239231589380117,3.52
3.54,1.453978111604195e-34,0.2585336253189519,0.0881668,0.0912792,0.0851576,4.3073754080146545,3.54
3.56,1.4685069042468884e-34,0.2584368166197902,0.0887265,0.0918461,0.0857103,4.376394531993587,3.56
3.58,1.4831085747142838e-34,0.258337316246798,0.0892849,0.0924125,0.0862598,4.446014214950475,3.58
3.6,1.4977818534744846e-34,0.2582300292269461,0.0898413,0.0929757,0.0868091,4.516105485242915,3.6
3.62,1.512525481563215e-34,0.2581259369102111,0.0903947,0.0935356,0.0873559,4.586802642643669,3.62
3.64,1.5273382110342224e-34,0.2580279102775936,0.090945,0.0940917,0.0878998,4.658150011518747,3.64
3.66,1.5422188053735682e-34,0.2579334101633407,0.0914914,0.0946451,0.0884409,4.730059553160397,3.66
3.68,1.5556781784170914e-34,0.2578394729914821,0.0920371,0.0951971,0.0889788,4.798050688346569,3.68
3.7,1.572178702012541e-34,0.2577462414574648,0.0925804,0.0957458,0.089516,4.875801801364445,3.7
3.72,1.5872555917062586e-34,0.2576543081613009,0.0931204,0.096291,0.0900503,4.949505920494133,3.72
3.74,1.60239552321595e-34,0.2575667158880905,0.0936572,0.0968322,0.0905817,5.023811946142508,3.74
3.76,1.617597319000663e-34,0.2574843824910769,0.0941896,0.0973709,0.09111,5.09867117676955,3.76
3.78,1.6328598197287899e-34,0.2574029624403454,0.0947221,0.0979079,0.0916353,5.1742392023057295,3.78
3.8,1.6481818778327063e-34,0.2573125276967522,0.0952514,0.0984413,0.0921594,5.250131415804407,3.8
3.82,1.6635623593860636e-34,0.2572227856833371,0.0957774,0.098971,0.0926806,5.326529134917505,3.82
3.84,1.679000144262876e-34,0.2571508385251319,0.0962999,0.0994963,0.0931988,5.403774970446732,3.84
3.86,1.694559414366687e-34,0.2570657957201588,0.0968183,0.1000198,0.0937135,5.4813973953503226,3.86
3.88,1.7101110450564624e-34,0.2569838960443191,0.0973361,0.1005411,0.0942255,5.559514959720009,3.88
3.9,1.7257166928955662e-34,0.2569129333016207,0.0978506,0.1010586,0.0947361,5.638345723490332,3.9
3.92,1.7413752925441915e-34,0.2568278006358269,0.0983617,0.1015723,0.0952436,5.717328918597462,3.92
3.94,1.7570857930023836e-34,0.2567600052157401,0.098869,0.1020813,0.0957478,5.7971324845065215,3.94
3.96,1.772847157655093e-34,0.2566814370004212,0.0993723,0.102589,0.0962484,5.877110281785989,3.96
3.98,1.7885779933120687e-34,0.2566061849794204,0.0998748,0.1030937,0.0967466,5.957494724863827,3.98
4.0,1.8005893969738099e-34,0.2565432492106037,0.1003738,0.1035946,0.097243,6.025989720692229,4.0
4.02,1.8165121055727003e-34,0.2564635245882133,0.1008691,0.1040914,0.0977361,6.107377851429332,4.02
4.04,1.8362933324348734e-34,0.2563928404673386,0.1013606,0.1045832,0.0982258,6.202258524681849,4.04
4.06,1.8522915720381022e-34,0.256332682693768,0.1018482,0.1050744,0.0987118,6.2849153455402265,4.06
4.08,1.8683347820548582e-34,0.2562661455454204,0.1023348,0.105562,0.0991954,6.3679848552699925,4.08
4.1,1.8844220264761592e-34,0.2561938013970086,0.1028177,0.1060455,0.0996768,6.45130263336444,4.1
4.12,1.9005523855304636e-34,0.2561242963001646,0.1032968,0.1065249,0.1001548,6.535069817248591,4.12
4.14,1.9167249529091174e-34,0.2560593435586474,0.103772,0.1069993,0.1006292,6.619319628987745,4.14
4.16,1.932938836381357e-34,0.255997408608511,0.1042435,0.1074729,0.1010995,6.7040216247108315,4.16
4.18,1.9491931577135304e-34,0.2559366527293134,0.1047135,0.1079424,0.101568,6.7892653180359,4.18
4.2,1.9654870525807224e-34,0.2558761090842457,0.1051797,0.1084077,0.1020337,6.874871643561909,4.2
4.22,1.9818196704714006e-34,0.2558152754307408,0.105642,0.1088687,0.102496,6.960812957557642,4.22
4.24,1.9981901745856503e-34,0.2557543733187182,0.1061,0.1093247,0.1029544,7.0470607072745075,4.24
4.26,2.0145977417276872e-34,0.2556941670384302,0.1065549,0.1097801,0.1034084,7.133708030631572,4.26
4.28,2.031041562192643e-34,0.255635900486771,0.1070077,0.1102313,0.1038614,7.220851697892753,4.28
4.3,2.0475208754075013e-34,0.2555816218198657,0.1074566,0.1106782,0.104311,7.308425024763063,4.3
4.32,2.064034827451694e-34,0.2555309305971967,0.1079014,0.1111205,0.104757,7.3963987791162165,4.32
4.34,2.08058268343172e-34,0.2554796456335417,0.1083418,0.1115583,0.1051992,7.484625455798033,4.34
4.36,2.0971636863816753e-34,0.2554207057029963,0.1087793,0.1119949,0.1056367,7.572990818302821,4.36
4.38,2.1137770921942483e-34,0.2553599366990927,0.1092142,0.1124271,0.1060733,7.66167628989844,4.38
4.4,2.1254360673195543e-34,0.2553115789553219,0.1096451,0.112855,0.1065063,7.732866746716927,4.4
4.42,2.142098596062393e-34,0.2552667002274004,0.1100717,0.1132781,0.1069355,7.8224363116224405,4.42
4.44,2.1638044757174433e-34,0.2552066355905365,0.1104935,0.1136971,0.1073607,7.930114326980217,4.44
4.46,2.180540304225941e-34,0.2551562874082265,0.1109133,0.1141142,0.1077815,8.020228853266946,4.46
4.48,2.1973054198601837e-34,0.2551147494311761,0.1113299,0.1145269,0.108201,8.110928162246942,4.48
4.5,2.214098317353004e-34,0.2550545365046649,0.1117425,0.1149352,0.1086167,8.201269414884758,4.5
4.52,2.230918756813504e-34,0.2550155918698423,0.1121507,0.1153385,0.1090286,8.292495010417603,4.52
4.54,2.2477660918664366e-34,0.2549614787796191,0.1125537,0.1157381,0.1094364,8.38336165889597,4.54
4.56,2.2646396876838212e-34,0.2549178171080498,0.1129554,0.1161353,0.10984,8.474987059608168,4.56
4.58,2.281538920832411e-34,0.2548695368752027,0.1133534,0.1165281,0.1102418,8.566691030618838,4.58
4.6,2.2984631791201557e-34,0.2548262058658502,0.1137471,0.1169162,0.1106396,8.658740275484764,4.6
4.62,2.315411861442786e-34,0.2547765976066177,0.1141364,0.1172992,0.1110335,8.75073835165272,4.62
4.64,2.332384377629854e-34,0.2547397400020073,0.1145204,0.117679,0.1114231,8.843260579057631,4.64
4.66,2.3493801482901782e-34,0.2546851753879054,0.1149034,0.1180559,0.1118088,8.935576594121303,4.66
4.68,2.365175354622552e-34,0.2546528506296932,0.1152822,0.1184283,0.1121926,9.02416201555394,4.68
4.7,2.382233138189922e-34,0.2546038868684198,0.1156566,0.1187958,0.1125724,9.117010460521245,4.7
4.72,2.3993128927511674e-34,0.2545588360112154,0.1160264,0.1191579,0.1129482,9.210105872668706,4.72
4.74,2.416414072923932e-34,0.2545271111677649,0.1163912,0.1195175,0.1133194,9.303755559365335,4.74
4.76,2.434688275208172e-34,0.254480050893892,0.1167547,0.1198738,0.113687,9.401653053371378,4.76
4.78,2.4518119897953222e-34,0.2544344636911975,0.1171139,0.1202254,0.1140524,9.495203702061135,4.78
4.8,2.468955192056127e-34,0.2544023762785735,0.1174686,0.1205721,0.1144137,9.58934415789037,4.8
4.82,2.486117383325357e-34,0.254366199555658,0.1178185,0.1209131,0.1147709,9.683386393879934,4.82
4.84,2.5033105874181633e-34,0.254320618928018,0.1181638,0.1212524,0.1151234,9.777177459253734,4.84
4.86,2.520509425992045e-34,0.2542775919682229,0.1185073,0.1215876,0.1154726,9.871297944702611,4.86
4.88,2.5377258099074954e-34,0.2542431091515343,0.1188465,0.121918,0.1158191,9.965819682378125,4.88
4.9,2.545272435783674e-34,0.2542115624242425,0.1191811,0.1222434,0.1161615,10.022353221092033,4.9
4.92,2.5625110450028323e-34,0.254177555688199,0.1195109,0.1225628,0.1164996,10.116800894408323,4.92
4.94,2.579766942229952e-34,0.2541397884030915,0.1198362,0.1228813,0.1168329,10.211132399641022,4.94
4.96,2.6067576916185046e-34,0.2541004053177249,0.1201595,0.1231951,0.1171633,10.344199192955715,4.96
4.98,2.624055047448415e-34,0.2540615646953313,0.1204784,0.1235041,0.1174906,10.43887848506574,4.98
5.0,2.6413673064950483e-34,0.2540243992554857,0.1207926,0.123808,0.1178137,10.533611612721591,5.0
5.02,2.6586940576454887e-34,0.253988726498976,0.1211019,0.1241061,0.1181324,10.628366047025626,5.02
5.04,2.676034897772627e-34,0.2539546153756065,0.1214072,0.124403,0.1184461,10.72321631527346,5.04
5.06,2.693389431599686e-34,0.2539209285225732,0.12171,0.1246951,0.1187575,10.818241013172084,5.06
5.08,2.7107572715676006e-34,0.2538876052142351,0.1220082,0.1249823,0.1190654,10.913244658338996,5.08
5.1,2.6400127095099554e-34,0.2538547400484994,0.1223018,0.1252644,0.1193689,10.652631024325238,5.1
5.12,2.656610287957605e-34,0.2538224428976323,0.1225902,0.1255411,0.1196678,10.743514253209543,5.12
5.14,2.7629368657161513e-34,0.2537910860352824,0.122875,0.125816,0.1199613,11.198080810185571,5.14
5.16,2.7803542044078635e-34,0.2537609225936054,0.123157,0.1260861,0.1202536,11.2931920426998,5.16
5.18,2.7977830226358227e-34,0.2537322218659162,0.1234344,0.1263511,0.1205416,11.388292266985578,5.18
5.2,2.815222976428051e-34,0.2537049585863156,0.123707,0.1266109,0.1208253,11.483354440336493,5.2
5.22,2.8326737286392302e-34,0.2536773014247171,0.1239743,0.1268658,0.1211044,11.578240586540069,5.22
5.24,2.850134948830772e-34,0.2536475433549211,0.1242385,0.1271185,0.1213782,11.673068235745445,5.24
5.26,2.867606313151709e-34,0.2536142147948454,0.1244995,0.1273662,0.1216506,11.767750927935184,5.26
5.28,2.885087504221479e-34,0.2535793704447984,0.1247557,0.127609,0.1219186,11.862221996038981,5.28
5.3,2.9025782110141247e-34,0.2535481347228876,0.1250072,0.1278462,0.1221821,11.956721657075,5.3
5.32,2.9200781287447072e-34,0.2535237875240218,0.125253,0.1280791,0.1224409,12.05130459971211,5.32
5.34,2.937572402705666e-34,0.253501813871137,0.1254965,0.1283093,0.1226948,12.146020380456157,5.34
5.36,2.955089820510382e-34,0.2534730038026183,0.1257361,0.1285346,0.122947,12.24038629414551,5.36
5.38,2.972615575176819e-34,0.2534374913364293,0.1259709,0.1287548,0.1231947,12.334245353254039,5.38
5.4,2.990149385774697e-34,0.2534092376839496,0.1262009,0.1289694,0.1234379,12.428265473525407,5.4
5.42,3.007690977068405e-34,0.2533906955963902,0.126425,0.1291801,0.1236763,12.522457890500846,5.42
5.44,3.025240079413352e-34,0.2533643803075174,0.1266475,0.1293877,0.1239101,12.616380151187238,5.44
5.46,3.0427964286533667e-34,0.2533286314765665,0.1268656,0.1295905,0.1241419,12.70965592687003,5.46
5.48,3.060359766019497e-34,0.2533068002177553,0.1270788,0.1297878,0.1243691,12.803396019508554,5.48
5.5,3.07792983803163e-34,0.2532877909985345,0.1272871,0.1299796,0.1245918,12.89704173310955,5.5
5.52,3.0955063964000813e-34,0.2532529466069983,0.1274896,0.1301681,0.1248096,12.989538226755254,5.52
5.54,3.1130891979300318e-34,0.2532295005047472,0.1276907,0.130353,0.1250232,13.08271472806031,5.54
5.56,3.1306780044269424e-34,0.2532121689406279,0.1278869,0.1305329,0.1252342,13.175945093168936,5.56
5.58,3.148272582603279e-34,0.2531769775900303,0.1280784,0.1307075,0.1254408,13.267991138365822,5.58
5.6,3.165872703987654e-34,0.2531590054683081,0.1282649,0.1308761,0.1256427,13.360644153050421,5.6
5.62,3.183478144834371e-34,0.2531362956876041,0.128446,0.1310425,0.1258397,13.45270498762297,5.62
5.64,3.2010886860353123e-34,0.2531046559243001,0.1286252,0.1312048,0.1260328,13.544302495304347,5.64
5.66,3.218704113033336e-34,0.2530921043232156,0.1287997,0.1313618,0.126223,13.636635875828489,5.66
5.68,3.2363242157360877e-34,0.2530579798292689,0.1289693,0.1315136,0.1264088,13.727490226925298,5.68
5.7,3.253948788432484e-34,0.2530438297611636,0.1291337,0.1316591,0.1265898,13.819069508732143,5.7
5.72,3.271577629710102e-34,0.2530153004584811,0.1292932,0.1318035,0.1267656,13.909529505270136,5.72
5.74,3.289210542373806e-34,0.2529956492759519,0.1294507,0.1319428,0.1269382,14.00044598889296,5.74
5.76,3.3068473333664e-34,0.2529727166143668,0.1296032,0.1320771,0.1271075,14.090820924626097,5.76
5.78,3.324488187031089e-34,0.2529500821825671,0.1297509,0.132206,0.1272722,14.180865531033955,5.78
5.8,3.3421321926173157e-34,0.2529299313310014,0.1298933,0.1323289,0.1274322,14.270636408299493,5.8
5.82,3.3597795215961028e-34,0.2529067283292355,0.1300312,0.1324505,0.1275868,14.359901918599107,5.82
5.84,3.3774299966870032e-34,0.2528861201543289,0.1301667,0.1325672,0.1277388,14.449206085511056,5.84
5.86,3.3950834443690283e-34,0.2528663144810223,0.1302975,0.1326787,0.1278871,14.538187163442544,5.86
5.88,3.252511788325688e-34,0.2528417821357397,0.1304232,0.1327849,0.1280308,13.93976057929313,5.88
5.9,3.4303985817894613e-34,0.2528277361537738,0.1305436,0.1328854,0.1281696,14.714910539830463,5.9
5.92,3.448059942643097e-34,0.252798135991865,0.1306601,0.1329842,0.1283029,14.802136396128354,5.92
5.94,3.465723618181253e-34,0.2527891678670761,0.1307736,0.1330778,0.1284344,14.890360305983256,5.94
5.96,3.4833894526288482e-34,0.2527582571845038,0.1308825,0.1331665,0.1285616,14.976892327252616,5.96
5.98,3.501057293558616e-34,0.2527460323101712,0.1309862,0.1332495,0.1286842,15.064053473007291,5.98
6.0,3.518726991826489e-34,0.2527253912299276,0.1310845,0.1333275,0.1288019,15.150205816905345,6.0
6.02,3.5363984015088126e-34,0.2527002580097386,0.1311795,0.1334034,0.128914,15.23581122882109,6.02
6.04,3.5540713798400243e-34,0.2526916407070929,0.1312713,0.1334742,0.1290247,15.32214430698429,6.04
6.06,3.571745787151766e-34,0.2526634479060475,0.1313582,0.13354,0.129131,15.406815759522782,6.06
6.08,3.5894214978284844e-34,0.2526466245907109,0.1314402,0.1336001,0.1292326,15.49169407692802,6.08
6.1,3.6070983563065687e-34,0.2526352640459928,0.1315165,0.1336558,0.1293292,15.57632282590698,6.1
6.12,3.6247762427502153e-34,0.2526070012221403,0.1315902,0.1337089,0.1294206,15.659679668322484,6.12
6.14,3.642455029293194e-34,0.2525922168596419,0.13166,0.133757,0.1295103,15.743480652394375,6.14
6.16,3.6601345908782876e-34,0.2525808386038185,0.131725,0.1337998,0.1295955,15.8269927954038,6.16
6.18,3.6778148052028694e-34,0.2525539176128685,0.1317848,0.133837,0.1296759,15.908968766223138,6.18
6.2,3.695495552665437e-34,0.2525367087002945,0.1318388,0.1338704,0.1297514,15.990910124726954,6.2
6.22,3.7131767163130996e-34,0.2525281507762809,0.1318912,0.1339008,0.1298221,16.07326028685743,6.22
6.24,3.730858181790317e-34,0.2525062874060871,0.1319392,0.1339262,0.1298909,16.154276973019915,6.24
