energy,Pee_rate
1.925050100200400749e+01,3.162516142184509382e-01
1.928456913827655228e+01,3.163130693757715273e-01
1.931863727454909707e+01,3.163766868700760293e-01
1.935270541082164186e+01,3.164424941294574634e-01
1.938677354709418665e+01,3.165105187724891467e-01
1.942084168336673144e+01,3.165807886082264710e-01
1.945490981963927979e+01,3.166533316362056816e-01
1.948897795591182458e+01,3.167281760464439877e-01
1.952304609218436937e+01,3.168053502194392301e-01
1.955711422845691416e+01,3.168848827261717682e-01
1.959118236472945895e+01,3.169668023281022040e-01
1.962525050100200374e+01,3.170511379771717153e-01
1.965931863727454854e+01,3.171379188158042206e-01
1.969338677354709333e+01,3.172271741769035480e-01
1.972745490981963812e+01,3.173189335838544900e-01
1.976152304609218291e+01,3.174132267505245242e-01
1.979559118236472770e+01,3.175100835812606492e-01
1.982965931863727249e+01,3.176095341708909947e-01
1.986372745490982084e+01,3.177116088047266529e-01
1.989779559118236563e+01,3.178163379585578485e-01
1.993186372745491042e+01,3.179237522986569919e-01
1.996593186372745521e+01,3.180338826817771247e-01
2.000000000000000000e+01,3.181467601551531410e-01
